bundle,script,count,error
battle/map/battle000_004.unity3d,PingpongTransformManager,1,
battle/map/battle000_004.unity3d,RandomStartAnim,1,
battle/map/battle000_004.unity3d,BlockManager,1,
battle/map/battle000_004.unity3d,Volume,1,
battle/map/battle000_004.unity3d,CameraStackPreset,1,
battle/map/battle000_004.unity3d,SpriteCamera,1,
battle/map/battle000_004.unity3d,CameraSwitch,1,
battle/map/battle000_004.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_004.unity3d,LightProbesContainer,1,
battle/map/battle000_004.unity3d,MapProperty,1,
battle/map/battle000_004.unity3d,MapTool,1,
battle/map/battle000_004.unity3d,TimeOfDay,1,
battle/map/battle000_004.unity3d,CinemachineBrain,1,
battle/map/battle000_005.unity3d,BlockProperty,211,
battle/map/battle000_005.unity3d,UniversalAdditionalLightData,18,
battle/map/battle000_005.unity3d,ParticleQuality,7,
battle/map/battle000_005.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_005.unity3d,PingpongTransformAsset,1,
battle/map/battle000_005.unity3d,SplitToning,1,
battle/map/battle000_005.unity3d,Tonemapping,1,
battle/map/battle000_005.unity3d,Vignette,1,
battle/map/battle000_005.unity3d,VolumeProfile,1,
battle/map/battle000_005.unity3d,LiftGammaGain,1,
battle/map/battle000_005.unity3d,ColorLookup,1,
battle/map/battle000_005.unity3d,DepthOfField,1,
battle/map/battle000_005.unity3d,Bloom,1,
battle/map/battle000_005.unity3d,ColorAdjustments,1,
battle/map/battle000_005.unity3d,LightAdjustment,1,
battle/map/battle000_005.unity3d,Volume,1,
battle/map/battle000_005.unity3d,PingpongTransformManager,1,
battle/map/battle000_005.unity3d,BlockManager,1,
battle/map/battle000_005.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_005.unity3d,CameraStackPreset,1,
battle/map/battle000_005.unity3d,SpriteCamera,1,
battle/map/battle000_005.unity3d,CameraSwitch,1,
battle/map/battle000_005.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_005.unity3d,LightProbesContainer,1,
battle/map/battle000_005.unity3d,MapProperty,1,
battle/map/battle000_005.unity3d,MapTool,1,
battle/map/battle000_005.unity3d,TimeOfDay,1,
battle/map/battle000_005.unity3d,CinemachineBrain,1,
battle/map/battle000_006-spcl.unity3d,BlockProperty,463,
battle/map/battle000_006-spcl.unity3d,UniversalAdditionalLightData,10,
battle/map/battle000_006-spcl.unity3d,ParticleQuality,3,
battle/map/battle000_006-spcl.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_006-spcl.unity3d,PingpongTransformAsset,1,
battle/map/battle000_006-spcl.unity3d,SplitToning,1,
battle/map/battle000_006-spcl.unity3d,DepthOfField,1,
battle/map/battle000_006-spcl.unity3d,VolumeProfile,1,
battle/map/battle000_006-spcl.unity3d,LiftGammaGain,1,
battle/map/battle000_006-spcl.unity3d,Bloom,1,
battle/map/battle000_006-spcl.unity3d,ColorAdjustments,1,
battle/map/battle000_006-spcl.unity3d,PingpongTransformManager,1,
battle/map/battle000_006-spcl.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_006-spcl.unity3d,Volume,1,
battle/map/battle000_006-spcl.unity3d,MapTool,1,
battle/map/battle000_006-spcl.unity3d,MapProperty,1,
battle/map/battle000_006-spcl.unity3d,LightProbesContainer,1,
battle/map/battle000_006-spcl.unity3d,CameraStackPreset,1,
battle/map/battle000_006-spcl.unity3d,LightAdjustment,1,
battle/map/battle000_006-spcl.unity3d,SpriteCamera,1,
battle/map/battle000_006-spcl.unity3d,CameraSwitch,1,
battle/map/battle000_006-spcl.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_006-spcl.unity3d,TimeOfDay,1,
battle/map/battle000_006-spcl.unity3d,CinemachineBrain,1,
battle/map/battle000_006.unity3d,BlockProperty,463,
battle/map/battle000_006.unity3d,UniversalAdditionalLightData,10,
battle/map/battle000_006.unity3d,ParticleQuality,3,
battle/map/battle000_006.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_006.unity3d,SplitToning,1,
battle/map/battle000_006.unity3d,DepthOfField,1,
battle/map/battle000_006.unity3d,VolumeProfile,1,
battle/map/battle000_006.unity3d,LiftGammaGain,1,
battle/map/battle000_006.unity3d,Bloom,1,
battle/map/battle000_006.unity3d,ColorAdjustments,1,
battle/map/battle000_006.unity3d,PingpongTransformAsset,1,
battle/map/battle000_006.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_006.unity3d,PingpongTransformManager,1,
battle/map/battle000_006.unity3d,MapTool,1,
battle/map/battle000_006.unity3d,MapProperty,1,
battle/map/battle000_006.unity3d,LightProbesContainer,1,
battle/map/battle000_006.unity3d,CameraStackPreset,1,
battle/map/battle000_006.unity3d,SpriteCamera,1,
battle/map/battle000_006.unity3d,LightAdjustment,1,
battle/map/battle000_006.unity3d,CameraSwitch,1,
battle/map/battle000_006.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_006.unity3d,TimeOfDay,1,
battle/map/battle000_006.unity3d,Volume,1,
battle/map/battle000_006.unity3d,CinemachineBrain,1,
battle/map/battle000_007-spcl.unity3d,BlockProperty,354,
battle/map/battle000_007-spcl.unity3d,UniversalAdditionalLightData,7,
battle/map/battle000_007-spcl.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_007-spcl.unity3d,PingpongTransformAsset,1,
battle/map/battle000_007-spcl.unity3d,SplitToning,1,
battle/map/battle000_007-spcl.unity3d,DepthOfField,1,
battle/map/battle000_007-spcl.unity3d,VolumeProfile,1,
battle/map/battle000_007-spcl.unity3d,LiftGammaGain,1,
battle/map/battle000_007-spcl.unity3d,Bloom,1,
battle/map/battle000_007-spcl.unity3d,ColorAdjustments,1,
battle/map/battle000_007-spcl.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_007-spcl.unity3d,Volume,1,
battle/map/battle000_007-spcl.unity3d,PingpongTransformManager,1,
battle/map/battle000_007-spcl.unity3d,MapTool,1,
battle/map/battle000_007-spcl.unity3d,MapProperty,1,
battle/map/battle000_007-spcl.unity3d,LightProbesContainer,1,
battle/map/battle000_007-spcl.unity3d,ParticleQuality,1,
battle/map/battle000_007-spcl.unity3d,CameraStackPreset,1,
battle/map/battle000_007-spcl.unity3d,LightAdjustment,1,
battle/map/battle000_007-spcl.unity3d,SpriteCamera,1,
battle/map/battle000_007-spcl.unity3d,CameraSwitch,1,
battle/map/battle000_007-spcl.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_007-spcl.unity3d,TimeOfDay,1,
battle/map/battle000_007-spcl.unity3d,CinemachineBrain,1,
battle/map/battle000_007.unity3d,BlockProperty,354,
battle/map/battle000_007.unity3d,UniversalAdditionalLightData,9,
battle/map/battle000_007.unity3d,ParticleQuality,2,
battle/map/battle000_007.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_007.unity3d,PingpongTransformAsset,1,
battle/map/battle000_007.unity3d,SplitToning,1,
battle/map/battle000_007.unity3d,DepthOfField,1,
battle/map/battle000_007.unity3d,VolumeProfile,1,
battle/map/battle000_007.unity3d,LiftGammaGain,1,
battle/map/battle000_007.unity3d,Bloom,1,
battle/map/battle000_007.unity3d,ColorAdjustments,1,
battle/map/battle000_007.unity3d,MapTool,1,
battle/map/battle000_007.unity3d,MapProperty,1,
battle/map/battle000_007.unity3d,LightProbesContainer,1,
battle/map/battle000_007.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_007.unity3d,PingpongTransformManager,1,
battle/map/battle000_007.unity3d,CameraStackPreset,1,
battle/map/battle000_007.unity3d,SpriteCamera,1,
battle/map/battle000_007.unity3d,LightAdjustment,1,
battle/map/battle000_007.unity3d,CameraSwitch,1,
battle/map/battle000_007.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_007.unity3d,TimeOfDay,1,
battle/map/battle000_007.unity3d,Volume,1,
battle/map/battle000_007.unity3d,CinemachineBrain,1,
battle/map/battle000_008-spcl.unity3d,BlockProperty,337,
battle/map/battle000_008-spcl.unity3d,UniversalAdditionalLightData,12,
battle/map/battle000_008-spcl.unity3d,ParticleQuality,2,
battle/map/battle000_008-spcl.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_008-spcl.unity3d,PingpongTransformAsset,1,
battle/map/battle000_008-spcl.unity3d,Vignette,1,
battle/map/battle000_008-spcl.unity3d,SplitToning,1,
battle/map/battle000_008-spcl.unity3d,DepthOfField,1,
battle/map/battle000_008-spcl.unity3d,VolumeProfile,1,
battle/map/battle000_008-spcl.unity3d,LiftGammaGain,1,
battle/map/battle000_008-spcl.unity3d,Bloom,1,
battle/map/battle000_008-spcl.unity3d,ColorAdjustments,1,
battle/map/battle000_008-spcl.unity3d,PingpongTransformManager,1,
battle/map/battle000_008-spcl.unity3d,Volume,1,
battle/map/battle000_008-spcl.unity3d,MapTool,1,
battle/map/battle000_008-spcl.unity3d,MapProperty,1,
battle/map/battle000_008-spcl.unity3d,LightProbesContainer,1,
battle/map/battle000_008-spcl.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_008-spcl.unity3d,CameraStackPreset,1,
battle/map/battle000_008-spcl.unity3d,LightAdjustment,1,
battle/map/battle000_008-spcl.unity3d,SpriteCamera,1,
battle/map/battle000_008-spcl.unity3d,CameraSwitch,1,
battle/map/battle000_008-spcl.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_008-spcl.unity3d,TimeOfDay,1,
battle/map/battle000_008-spcl.unity3d,CinemachineBrain,1,
battle/map/battle000_008.unity3d,BlockProperty,337,
battle/map/battle000_008.unity3d,UniversalAdditionalLightData,12,
battle/map/battle000_008.unity3d,ParticleQuality,2,
battle/map/battle000_008.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_008.unity3d,PingpongTransformAsset,1,
battle/map/battle000_008.unity3d,SplitToning,1,
battle/map/battle000_008.unity3d,DepthOfField,1,
battle/map/battle000_008.unity3d,VolumeProfile,1,
battle/map/battle000_008.unity3d,LiftGammaGain,1,
battle/map/battle000_008.unity3d,Bloom,1,
battle/map/battle000_008.unity3d,ColorAdjustments,1,
battle/map/battle000_008.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_008.unity3d,MapTool,1,
battle/map/battle000_008.unity3d,MapProperty,1,
battle/map/battle000_008.unity3d,LightProbesContainer,1,
battle/map/battle000_008.unity3d,PingpongTransformManager,1,
battle/map/battle000_008.unity3d,CameraStackPreset,1,
battle/map/battle000_008.unity3d,SpriteCamera,1,
battle/map/battle000_008.unity3d,LightAdjustment,1,
battle/map/battle000_008.unity3d,CameraSwitch,1,
battle/map/battle000_008.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_008.unity3d,TimeOfDay,1,
battle/map/battle000_008.unity3d,Volume,1,
battle/map/battle000_008.unity3d,CinemachineBrain,1,
battle/map/battle000_009-spcl.unity3d,BlockProperty,384,
battle/map/battle000_009-spcl.unity3d,UniversalAdditionalLightData,11,
battle/map/battle000_009-spcl.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_009-spcl.unity3d,PingpongTransformAsset,1,
battle/map/battle000_009-spcl.unity3d,Vignette,1,
battle/map/battle000_009-spcl.unity3d,SplitToning,1,
battle/map/battle000_009-spcl.unity3d,DepthOfField,1,
battle/map/battle000_009-spcl.unity3d,VolumeProfile,1,
battle/map/battle000_009-spcl.unity3d,LiftGammaGain,1,
battle/map/battle000_009-spcl.unity3d,Bloom,1,
battle/map/battle000_009-spcl.unity3d,ColorAdjustments,1,
battle/map/battle000_009-spcl.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_009-spcl.unity3d,Volume,1,
battle/map/battle000_009-spcl.unity3d,MapTool,1,
battle/map/battle000_009-spcl.unity3d,PingpongTransformManager,1,
battle/map/battle000_009-spcl.unity3d,MapProperty,1,
battle/map/battle000_009-spcl.unity3d,LightProbesContainer,1,
battle/map/battle000_009-spcl.unity3d,CameraStackPreset,1,
battle/map/battle000_009-spcl.unity3d,LightAdjustment,1,
battle/map/battle000_009-spcl.unity3d,SpriteCamera,1,
battle/map/battle000_009-spcl.unity3d,CameraSwitch,1,
battle/map/battle000_009-spcl.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_009-spcl.unity3d,TimeOfDay,1,
battle/map/battle000_009-spcl.unity3d,CinemachineBrain,1,
battle/map/battle000_009.unity3d,BlockProperty,384,
battle/map/battle000_009.unity3d,UniversalAdditionalLightData,11,
battle/map/battle000_009.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_009.unity3d,SplitToning,1,
battle/map/battle000_009.unity3d,DepthOfField,1,
battle/map/battle000_009.unity3d,VolumeProfile,1,
battle/map/battle000_009.unity3d,LiftGammaGain,1,
battle/map/battle000_009.unity3d,Bloom,1,
battle/map/battle000_009.unity3d,ColorAdjustments,1,
battle/map/battle000_009.unity3d,PingpongTransformAsset,1,
battle/map/battle000_009.unity3d,PingpongTransformManager,1,
battle/map/battle000_009.unity3d,MapTool,1,
battle/map/battle000_009.unity3d,MapProperty,1,
battle/map/battle000_009.unity3d,LightProbesContainer,1,
battle/map/battle000_009.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_009.unity3d,CameraStackPreset,1,
battle/map/battle000_009.unity3d,SpriteCamera,1,
battle/map/battle000_009.unity3d,LightAdjustment,1,
battle/map/battle000_009.unity3d,CameraSwitch,1,
battle/map/battle000_009.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_009.unity3d,TimeOfDay,1,
battle/map/battle000_009.unity3d,Volume,1,
battle/map/battle000_009.unity3d,CinemachineBrain,1,
battle/map/battle000_010-spcl.unity3d,BlockProperty,214,
battle/map/battle000_010-spcl.unity3d,UniversalAdditionalLightData,8,
battle/map/battle000_010-spcl.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_010-spcl.unity3d,Vignette,1,
battle/map/battle000_010-spcl.unity3d,SplitToning,1,
battle/map/battle000_010-spcl.unity3d,DepthOfField,1,
battle/map/battle000_010-spcl.unity3d,VolumeProfile,1,
battle/map/battle000_010-spcl.unity3d,LiftGammaGain,1,
battle/map/battle000_010-spcl.unity3d,Bloom,1,
battle/map/battle000_010-spcl.unity3d,ColorAdjustments,1,
battle/map/battle000_010-spcl.unity3d,PingpongTransformAsset,1,
battle/map/battle000_010-spcl.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_010-spcl.unity3d,Volume,1,
battle/map/battle000_010-spcl.unity3d,PingpongTransformManager,1,
battle/map/battle000_010-spcl.unity3d,MapTool,1,
battle/map/battle000_010-spcl.unity3d,MapProperty,1,
battle/map/battle000_010-spcl.unity3d,LightProbesContainer,1,
battle/map/battle000_010-spcl.unity3d,CameraStackPreset,1,
battle/map/battle000_010-spcl.unity3d,LightAdjustment,1,
battle/map/battle000_010-spcl.unity3d,SpriteCamera,1,
battle/map/battle000_010-spcl.unity3d,CameraSwitch,1,
battle/map/battle000_010-spcl.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_010-spcl.unity3d,TimeOfDay,1,
battle/map/battle000_010-spcl.unity3d,CinemachineBrain,1,
battle/map/battle000_010.unity3d,BlockProperty,214,
battle/map/battle000_010.unity3d,UniversalAdditionalLightData,8,
battle/map/battle000_010.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_010.unity3d,PingpongTransformAsset,1,
battle/map/battle000_010.unity3d,SplitToning,1,
battle/map/battle000_010.unity3d,DepthOfField,1,
battle/map/battle000_010.unity3d,VolumeProfile,1,
battle/map/battle000_010.unity3d,LiftGammaGain,1,
battle/map/battle000_010.unity3d,Bloom,1,
battle/map/battle000_010.unity3d,ColorAdjustments,1,
battle/map/battle000_010.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_010.unity3d,MapTool,1,
battle/map/battle000_010.unity3d,MapProperty,1,
battle/map/battle000_010.unity3d,LightProbesContainer,1,
battle/map/battle000_010.unity3d,PingpongTransformManager,1,
battle/map/battle000_010.unity3d,CameraStackPreset,1,
battle/map/battle000_010.unity3d,SpriteCamera,1,
battle/map/battle000_010.unity3d,LightAdjustment,1,
battle/map/battle000_010.unity3d,CameraSwitch,1,
battle/map/battle000_010.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_010.unity3d,TimeOfDay,1,
battle/map/battle000_010.unity3d,Volume,1,
battle/map/battle000_010.unity3d,CinemachineBrain,1,
battle/map/battle000_011.unity3d,BlockProperty,165,
battle/map/battle000_011.unity3d,UniversalAdditionalLightData,51,
battle/map/battle000_011.unity3d,ParticleQuality,4,
battle/map/battle000_011.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_011.unity3d,SplitToning,1,
battle/map/battle000_011.unity3d,DepthOfField,1,
battle/map/battle000_011.unity3d,VolumeProfile,1,
battle/map/battle000_011.unity3d,LiftGammaGain,1,
battle/map/battle000_011.unity3d,Bloom,1,
battle/map/battle000_011.unity3d,ColorAdjustments,1,
battle/map/battle000_011.unity3d,Volume,1,
battle/map/battle000_011.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_011.unity3d,MapTool,1,
battle/map/battle000_011.unity3d,MapProperty,1,
battle/map/battle000_011.unity3d,LightProbesContainer,1,
battle/map/battle000_011.unity3d,CameraStackPreset,1,
battle/map/battle000_011.unity3d,SpriteCamera,1,
battle/map/battle000_011.unity3d,LightAdjustment,1,
battle/map/battle000_011.unity3d,CameraSwitch,1,
battle/map/battle000_011.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_011.unity3d,TimeOfDay,1,
battle/map/battle000_011.unity3d,CinemachineBrain,1,
battle/map/battle000_012-spcl.unity3d,UniversalAdditionalLightData,70,
battle/map/battle000_012-spcl.unity3d,RandomStartAnim,4,
battle/map/battle000_012-spcl.unity3d,ParticleQuality,3,
battle/map/battle000_012-spcl.unity3d,VolumetricDustParticles,2,
battle/map/battle000_012-spcl.unity3d,VolumetricLightBeam,2,
battle/map/battle000_012-spcl.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_012-spcl.unity3d,BlockProperty,2,
battle/map/battle000_012-spcl.unity3d,SplitToning,1,
battle/map/battle000_012-spcl.unity3d,DepthOfField,1,
battle/map/battle000_012-spcl.unity3d,VolumeProfile,1,
battle/map/battle000_012-spcl.unity3d,LiftGammaGain,1,
battle/map/battle000_012-spcl.unity3d,Bloom,1,
battle/map/battle000_012-spcl.unity3d,ColorAdjustments,1,
battle/map/battle000_012-spcl.unity3d,PingpongTransformAsset,1,
battle/map/battle000_012-spcl.unity3d,PingpongTransformManager,1,
battle/map/battle000_012-spcl.unity3d,Volume,1,
battle/map/battle000_012-spcl.unity3d,PlayAniTest,1,
battle/map/battle000_012-spcl.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_012-spcl.unity3d,MapTool,1,
battle/map/battle000_012-spcl.unity3d,MapProperty,1,
battle/map/battle000_012-spcl.unity3d,LightProbesContainer,1,
battle/map/battle000_012-spcl.unity3d,CameraStackPreset,1,
battle/map/battle000_012-spcl.unity3d,LightAdjustment,1,
battle/map/battle000_012-spcl.unity3d,SpriteCamera,1,
battle/map/battle000_012-spcl.unity3d,CameraSwitch,1,
battle/map/battle000_012-spcl.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_012-spcl.unity3d,TimeOfDay,1,
battle/map/battle000_012-spcl.unity3d,CinemachineBrain,1,
battle/map/battle000_012.unity3d,UniversalAdditionalLightData,33,
battle/map/battle000_012.unity3d,RandomStartAnim,4,
battle/map/battle000_012.unity3d,ParticleQuality,2,
battle/map/battle000_012.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_012.unity3d,BlockProperty,2,
battle/map/battle000_012.unity3d,SplitToning,1,
battle/map/battle000_012.unity3d,MotionBlur,1,
battle/map/battle000_012.unity3d,Tonemapping,1,
battle/map/battle000_012.unity3d,DepthOfField,1,
battle/map/battle000_012.unity3d,VolumeProfile,1,
battle/map/battle000_012.unity3d,LiftGammaGain,1,
battle/map/battle000_012.unity3d,Bloom,1,
battle/map/battle000_012.unity3d,ColorAdjustments,1,
battle/map/battle000_012.unity3d,PingpongTransformAsset,1,
battle/map/battle000_012.unity3d,PingpongTransformManager,1,
battle/map/battle000_012.unity3d,Volume,1,
battle/map/battle000_012.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_012.unity3d,MapTool,1,
battle/map/battle000_012.unity3d,MapProperty,1,
battle/map/battle000_012.unity3d,LightProbesContainer,1,
battle/map/battle000_012.unity3d,CameraStackPreset,1,
battle/map/battle000_012.unity3d,SpriteCamera,1,
battle/map/battle000_012.unity3d,LightAdjustment,1,
battle/map/battle000_012.unity3d,CameraSwitch,1,
battle/map/battle000_012.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_012.unity3d,TimeOfDay,1,
battle/map/battle000_012.unity3d,CinemachineBrain,1,
battle/map/battle000_013.unity3d,BlockProperty,240,
battle/map/battle000_013.unity3d,UniversalAdditionalLightData,29,
battle/map/battle000_013.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_013.unity3d,SplitToning,1,
battle/map/battle000_013.unity3d,DepthOfField,1,
battle/map/battle000_013.unity3d,VolumeProfile,1,
battle/map/battle000_013.unity3d,LiftGammaGain,1,
battle/map/battle000_013.unity3d,Bloom,1,
battle/map/battle000_013.unity3d,ColorAdjustments,1,
battle/map/battle000_013.unity3d,Volume,1,
battle/map/battle000_013.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_013.unity3d,MapTool,1,
battle/map/battle000_013.unity3d,MapProperty,1,
battle/map/battle000_013.unity3d,LightProbesContainer,1,
battle/map/battle000_013.unity3d,CameraStackPreset,1,
battle/map/battle000_013.unity3d,SpriteCamera,1,
battle/map/battle000_013.unity3d,LightAdjustment,1,
battle/map/battle000_013.unity3d,CameraSwitch,1,
battle/map/battle000_013.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_013.unity3d,TimeOfDay,1,
battle/map/battle000_013.unity3d,CinemachineBrain,1,
battle/map/battle000_014.unity3d,BlockProperty,154,
battle/map/battle000_014.unity3d,UniversalAdditionalLightData,13,
battle/map/battle000_014.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_014.unity3d,SplitToning,1,
battle/map/battle000_014.unity3d,DepthOfField,1,
battle/map/battle000_014.unity3d,VolumeProfile,1,
battle/map/battle000_014.unity3d,LiftGammaGain,1,
battle/map/battle000_014.unity3d,Bloom,1,
battle/map/battle000_014.unity3d,ColorAdjustments,1,
battle/map/battle000_014.unity3d,PingpongTransformAsset,1,
battle/map/battle000_014.unity3d,Volume,1,
