relative_path,parent,extension,size
audio/bnk_sfx_scenario_alm2_09.bnk,audio,.bnk,61047
audio/bnk_sfx_scenario_alm2_10.bnk,audio,.bnk,134017
audio/bnk_sfx_scenario_alm2_11.bnk,audio,.bnk,552029
audio/bnk_sfx_scenario_alm2_12.bnk,audio,.bnk,56683
audio/bnk_sfx_scenario_alm2_13.bnk,audio,.bnk,27251
audio/bnk_sfx_scenario_alm2_14.bnk,audio,.bnk,137312
audio/bnk_sfx_scenario_alm2_15.bnk,audio,.bnk,632
audio/bnk_sfx_scenario_alm2_16.bnk,audio,.bnk,2540
audio/bnk_sfx_scenario_alm2_17.bnk,audio,.bnk,48
audio/bnk_sfx_scenario_alm2_18.bnk,audio,.bnk,632
audio/bnk_sfx_scenario_alm2_19.bnk,audio,.bnk,277994
audio/bnk_sfx_scenario_alm2_20.bnk,audio,.bnk,1962
audio/bnk_sfx_scenario_alm2_21.bnk,audio,.bnk,100011
audio/bnk_sfx_scenario_alm2_22.bnk,audio,.bnk,1329
audio/bnk_sfx_scenario_alm2_23.bnk,audio,.bnk,632
audio/bnk_sfx_scenario_alm2_24.bnk,audio,.bnk,29596
audio/bnk_sfx_scenario_alm2_25.bnk,audio,.bnk,1962
audio/bnk_sfx_scenario_alm2_26.bnk,audio,.bnk,27129
audio/bnk_sfx_scenario_alm2_27.bnk,audio,.bnk,632
audio/bnk_sfx_scenario_alm2_28.bnk,audio,.bnk,150301
audio/bnk_sfx_scenario_alm2_29.bnk,audio,.bnk,113147
audio/bnk_sfx_scenario_alm2_30.bnk,audio,.bnk,245290
audio/bnk_sfx_scenario_alm2_31.bnk,audio,.bnk,127090
audio/bnk_sfx_scenario_alm2_32.bnk,audio,.bnk,48
audio/bnk_sfx_scenario_alm2_33.bnk,audio,.bnk,48
audio/bnk_sfx_scenario_alm2_34.bnk,audio,.bnk,862602
audio/bnk_sfx_scenario_alm2_35.bnk,audio,.bnk,2571
audio/bnk_sfx_scenario_alm2_36.bnk,audio,.bnk,48
audio/bnk_sfx_scenario_alm2_37.bnk,audio,.bnk,628187
audio/bnk_sfx_scenario_alm2_38.bnk,audio,.bnk,628212
audio/bnk_sfx_scenario_alm2_39.bnk,audio,.bnk,853395
audio/bnk_sfx_scenario_alm2_40.bnk,audio,.bnk,483607
audio/bnk_sfx_scenario_alm2_41.bnk,audio,.bnk,48
audio/bnk_sfx_scenario_alm2_42.bnk,audio,.bnk,33266
audio/bnk_sfx_scenario_alm2_43.bnk,audio,.bnk,48
audio/bnk_sfx_scenario_alm2_44.bnk,audio,.bnk,48
audio/bnk_sfx_scenario_alm_01.bnk,audio,.bnk,77803
audio/bnk_sfx_scenario_alm_02_a.bnk,audio,.bnk,26895
audio/bnk_sfx_scenario_alm_02_b.bnk,audio,.bnk,315911
audio/bnk_sfx_scenario_alm_02_c.bnk,audio,.bnk,66270
audio/bnk_sfx_scenario_alm_03.bnk,audio,.bnk,90695
audio/bnk_sfx_scenario_alm_04_a.bnk,audio,.bnk,159556
audio/bnk_sfx_scenario_alm_04_b.bnk,audio,.bnk,99474
audio/bnk_sfx_scenario_alm_05.bnk,audio,.bnk,660331
audio/bnk_sfx_scenario_alm_06_01.bnk,audio,.bnk,860470
audio/bnk_sfx_scenario_alm_06_02.bnk,audio,.bnk,601017
audio/bnk_sfx_scenario_alm_07_a.bnk,audio,.bnk,224032
audio/bnk_sfx_scenario_alm_07_b.bnk,audio,.bnk,147651
audio/bnk_sfx_scenario_alm_08.bnk,audio,.bnk,167527
audio/bnk_sfx_scenario_alm_09.bnk,audio,.bnk,135653
audio/bnk_sfx_scenario_alm_10.bnk,audio,.bnk,166782
audio/bnk_sfx_scenario_alm_11_a.bnk,audio,.bnk,141289
audio/bnk_sfx_scenario_alm_11_b.bnk,audio,.bnk,121154
audio/bnk_sfx_scenario_alm_11_c.bnk,audio,.bnk,118434
audio/bnk_sfx_scenario_alm_12_a.bnk,audio,.bnk,110534
audio/bnk_sfx_scenario_alm_12_b.bnk,audio,.bnk,38727
audio/bnk_sfx_scenario_alm_12_c.bnk,audio,.bnk,68456
audio/bnk_sfx_scenario_alm_12_d.bnk,audio,.bnk,44557
audio/bnk_sfx_scenario_alm_13.bnk,audio,.bnk,69488
audio/bnk_sfx_scenario_alm_14.bnk,audio,.bnk,126805
audio/bnk_sfx_scenario_alm_15_a.bnk,audio,.bnk,89344
audio/bnk_sfx_scenario_alm_15_b.bnk,audio,.bnk,60324
audio/bnk_sfx_scenario_alm_16_a.bnk,audio,.bnk,224771
audio/bnk_sfx_scenario_alm_16_b.bnk,audio,.bnk,53420
audio/bnk_sfx_scenario_alm_17_a.bnk,audio,.bnk,180175
audio/bnk_sfx_scenario_alm_17_b.bnk,audio,.bnk,29328
audio/bnk_sfx_scenario_alm_18.bnk,audio,.bnk,64670
audio/bnk_sfx_scenario_alm_19.bnk,audio,.bnk,221570
audio/bnk_sfx_scenario_alm_20.bnk,audio,.bnk,262619
audio/bnk_sfx_scenario_alm_21.bnk,audio,.bnk,131412
audio/bnk_sfx_scenario_alm_22_a.bnk,audio,.bnk,74640
audio/bnk_sfx_scenario_alm_22_b.bnk,audio,.bnk,29308
audio/bnk_sfx_scenario_alm_23_01.bnk,audio,.bnk,173395
audio/bnk_sfx_scenario_alm_23_02.bnk,audio,.bnk,174232
audio/bnk_sfx_scenario_alm_24_03.bnk,audio,.bnk,184515
audio/bnk_sfx_scenario_alm_24_04.bnk,audio,.bnk,181089
audio/bnk_sfx_scenario_alm_25_b.bnk,audio,.bnk,185036
audio/bnk_sfx_scenario_alm_25_c.bnk,audio,.bnk,171556
audio/bnk_sfx_scenario_alm_26.bnk,audio,.bnk,43150
audio/bnk_sfx_scenario_alm_27.bnk,audio,.bnk,633176
audio/bnk_sfx_scenario_alm_28.bnk,audio,.bnk,413155
audio/bnk_sfx_scenario_alm_29.bnk,audio,.bnk,69921
audio/bnk_sfx_scenario_amb.bnk,audio,.bnk,7846271
audio/bnk_sfx_scenario_battle_worldboss_01.bnk,audio,.bnk,626802
audio/bnk_sfx_scenario_common.bnk,audio,.bnk,355755
audio/bnk_sfx_scenario_fhg_01_A.bnk,audio,.bnk,71666
audio/bnk_sfx_scenario_fhg_01_B.bnk,audio,.bnk,24391
audio/bnk_sfx_scenario_fhg_02.bnk,audio,.bnk,89819
audio/bnk_sfx_scenario_fhg_03.bnk,audio,.bnk,217536
audio/bnk_sfx_scenario_fhg_04_A.bnk,audio,.bnk,99551
audio/bnk_sfx_scenario_fhg_04_B.bnk,audio,.bnk,147767
audio/bnk_sfx_scenario_fhg_05.bnk,audio,.bnk,335340
audio/bnk_sfx_scenario_fhg_06_A.bnk,audio,.bnk,350095
audio/bnk_sfx_scenario_fhg_06_B.bnk,audio,.bnk,48399
audio/bnk_sfx_scenario_fhg_06_C.bnk,audio,.bnk,223765
audio/bnk_sfx_scenario_fhg_07_A.bnk,audio,.bnk,306687
audio/bnk_sfx_scenario_fhg_07_B.bnk,audio,.bnk,108453
audio/bnk_sfx_scenario_fhg_08_A.bnk,audio,.bnk,50782
audio/bnk_sfx_scenario_fhg_08_B.bnk,audio,.bnk,18845
audio/bnk_sfx_scenario_fhg_08_C.bnk,audio,.bnk,9003
audio/bnk_sfx_scenario_fhg_09.bnk,audio,.bnk,188801
audio/bnk_sfx_scenario_fhg_10.bnk,audio,.bnk,126320
audio/bnk_sfx_scenario_fhg_11_A.bnk,audio,.bnk,540608
audio/bnk_sfx_scenario_fhg_11_B.bnk,audio,.bnk,149635
audio/bnk_sfx_scenario_fhg_12.bnk,audio,.bnk,302661
audio/bnk_sfx_scenario_fhg_13.bnk,audio,.bnk,387980
audio/bnk_sfx_scenario_fhg_14_A.bnk,audio,.bnk,87295
audio/bnk_sfx_scenario_fhg_14_B.bnk,audio,.bnk,11679
audio/bnk_sfx_scenario_fhg_16.bnk,audio,.bnk,252444
audio/bnk_sfx_scenario_fhg_17_A.bnk,audio,.bnk,1141818
audio/bnk_sfx_scenario_fhg_18.bnk,audio,.bnk,481311
audio/bnk_sfx_scenario_fhg_19.bnk,audio,.bnk,847191
audio/bnk_sfx_scenario_fhg_20.bnk,audio,.bnk,24135
audio/bnk_sfx_scenario_fhg_21.bnk,audio,.bnk,94356
audio/bnk_sfx_scenario_fhg_22.bnk,audio,.bnk,69926
audio/bnk_sfx_scenario_fhg_23_A.bnk,audio,.bnk,215426
audio/bnk_sfx_scenario_fhg_23_B.bnk,audio,.bnk,35833
audio/bnk_sfx_scenario_fhg_23_C.bnk,audio,.bnk,110843
audio/bnk_sfx_scenario_fhg_24.bnk,audio,.bnk,106393
audio/bnk_sfx_scenario_fhg_25_A.bnk,audio,.bnk,212573
audio/bnk_sfx_scenario_fhg_25_B.bnk,audio,.bnk,4598
audio/bnk_sfx_scenario_fhg_26.bnk,audio,.bnk,227466
audio/bnk_sfx_scenario_fhg_27.bnk,audio,.bnk,118601
audio/bnk_sfx_scenario_fhg_28.bnk,audio,.bnk,117368
audio/bnk_sfx_scenario_fhg_30_A.bnk,audio,.bnk,198323
audio/bnk_sfx_scenario_fhg_30_B.bnk,audio,.bnk,69921
audio/bnk_sfx_scenario_gacha_new.bnk,audio,.bnk,590104
audio/bnk_sfx_scenario_gacha_old.bnk,audio,.bnk,529247
audio/bnk_sfx_scenario_gtx_01.bnk,audio,.bnk,176203
audio/bnk_sfx_scenario_gtx_03.bnk,audio,.bnk,492734
audio/bnk_sfx_scenario_gtx_04.bnk,audio,.bnk,101231
audio/bnk_sfx_scenario_gtx_05.bnk,audio,.bnk,161610
audio/bnk_sfx_scenario_gtx_11.bnk,audio,.bnk,138758
audio/bnk_sfx_scenario_gtx_13.bnk,audio,.bnk,168135
audio/bnk_sfx_scenario_gtx_14.bnk,audio,.bnk,174242
audio/bnk_sfx_scenario_gtx_15.bnk,audio,.bnk,1996
audio/bnk_sfx_scenario_gtx_16.bnk,audio,.bnk,256013
audio/bnk_sfx_scenario_gtx_17.bnk,audio,.bnk,210507
audio/bnk_sfx_scenario_gtx_18.bnk,audio,.bnk,208820
audio/bnk_sfx_scenario_gtx_19.bnk,audio,.bnk,368
audio/bnk_sfx_scenario_gtx_20.bnk,audio,.bnk,2772
audio/bnk_sfx_scenario_innerstage09_01.bnk,audio,.bnk,62358
audio/bnk_sfx_scenario_innerstage09_06.bnk,audio,.bnk,69415
audio/bnk_sfx_scenario_innerstage09_18.bnk,audio,.bnk,179676
audio/bnk_sfx_scenario_innerstage11_05.bnk,audio,.bnk,29712
audio/bnk_sfx_scenario_innerstage11_10.bnk,audio,.bnk,38102
audio/bnk_sfx_scenario_innerstage11_18.bnk,audio,.bnk,41730
audio/bnk_sfx_scenario_innerstage14_01.bnk,audio,.bnk,13721
audio/bnk_sfx_scenario_innerstage15_1.bnk,audio,.bnk,11309
audio/bnk_sfx_scenario_innerstage15_11.bnk,audio,.bnk,64351
audio/bnk_sfx_scenario_innerstage15_6.bnk,audio,.bnk,24830
audio/bnk_sfx_scenario_innerstage_swnxs.bnk,audio,.bnk,48848
audio/bnk_sfx_scenario_lxy1_01.bnk,audio,.bnk,1310512
audio/bnk_sfx_scenario_lxy1_02_a.bnk,audio,.bnk,249619
audio/bnk_sfx_scenario_lxy1_02_b.bnk,audio,.bnk,706
audio/bnk_sfx_scenario_lxy1_03.bnk,audio,.bnk,30638
audio/bnk_sfx_scenario_lxy1_04.bnk,audio,.bnk,104463
audio/bnk_sfx_scenario_lxy1_05_a.bnk,audio,.bnk,23101
audio/bnk_sfx_scenario_lxy1_05_b.bnk,audio,.bnk,511
audio/bnk_sfx_scenario_lxy1_06.bnk,audio,.bnk,350063
audio/bnk_sfx_scenario_lxy1_07_a.bnk,audio,.bnk,127051
audio/bnk_sfx_scenario_lxy1_07_b.bnk,audio,.bnk,688
audio/bnk_sfx_scenario_lxy1_08.bnk,audio,.bnk,63094
audio/bnk_sfx_scenario_lxy1_09.bnk,audio,.bnk,152892
audio/bnk_sfx_scenario_lxy1_10.bnk,audio,.bnk,895
audio/bnk_sfx_scenario_lxy1_11.bnk,audio,.bnk,46960
audio/bnk_sfx_scenario_lxy1_12.bnk,audio,.bnk,30887
audio/bnk_sfx_scenario_lxy1_13.bnk,audio,.bnk,521
audio/bnk_sfx_scenario_lxy1_14.bnk,audio,.bnk,179025
audio/bnk_sfx_scenario_lxy1_15.bnk,audio,.bnk,854
audio/bnk_sfx_scenario_lxy1_16.bnk,audio,.bnk,852020
audio/bnk_sfx_scenario_lxy1_17.bnk,audio,.bnk,1036746
audio/bnk_sfx_scenario_lxy1_18.bnk,audio,.bnk,785
audio/bnk_sfx_scenario_lxy1_19_a.bnk,audio,.bnk,1687829
audio/bnk_sfx_scenario_lxy1_19_b.bnk,audio,.bnk,785
audio/bnk_sfx_scenario_lxy1_21.bnk,audio,.bnk,24952
audio/bnk_sfx_scenario_lxy1_22_a.bnk,audio,.bnk,785
audio/bnk_sfx_scenario_online_01.bnk,audio,.bnk,107151
audio/bnk_sfx_scenario_online_02.bnk,audio,.bnk,33647
audio/bnk_sfx_scenario_online_03.bnk,audio,.bnk,15176
audio/bnk_sfx_scenario_online_04.bnk,audio,.bnk,49005
audio/bnk_sfx_scenario_online_05.bnk,audio,.bnk,148536
audio/bnk_sfx_scenario_online_07.bnk,audio,.bnk,451093
audio/bnk_sfx_scenario_online_09.bnk,audio,.bnk,390473
audio/bnk_sfx_scenario_online_10.bnk,audio,.bnk,715426
audio/bnk_sfx_scenario_online_11_a.bnk,audio,.bnk,287100
audio/bnk_sfx_scenario_online_11_b.bnk,audio,.bnk,568
audio/bnk_sfx_scenario_online_12.bnk,audio,.bnk,165248
audio/bnk_sfx_scenario_online_14.bnk,audio,.bnk,511161
audio/bnk_sfx_scenario_online_15.bnk,audio,.bnk,260458
audio/bnk_sfx_scenario_online_27.bnk,audio,.bnk,335996
audio/bnk_sfx_scenario_online_28_a.bnk,audio,.bnk,161448
audio/bnk_sfx_scenario_online_28_b.bnk,audio,.bnk,103405
audio/bnk_sfx_scenario_online_29.bnk,audio,.bnk,266286
audio/bnk_sfx_scenario_online_30.bnk,audio,.bnk,644534
audio/bnk_sfx_scenario_online_31.bnk,audio,.bnk,134488
audio/bnk_sfx_scenario_online_32.bnk,audio,.bnk,60243
audio/bnk_sfx_scenario_online_33.bnk,audio,.bnk,83418
audio/bnk_sfx_scenario_online_34.bnk,audio,.bnk,530515
audio/bnk_sfx_scenario_online_35_1.bnk,audio,.bnk,297553
audio/bnk_sfx_scenario_online_35_2.bnk,audio,.bnk,191606
audio/bnk_sfx_scenario_online_35_3.bnk,audio,.bnk,136419
audio/bnk_sfx_scenario_online_36_1.bnk,audio,.bnk,273444
audio/bnk_sfx_scenario_online_36_2.bnk,audio,.bnk,250425
audio/bnk_sfx_scenario_online_37.bnk,audio,.bnk,367410
audio/bnk_sfx_scenario_online_38.bnk,audio,.bnk,756711
audio/bnk_sfx_scenario_online_39.bnk,audio,.bnk,640191
audio/bnk_sfx_scenario_online_40a.bnk,audio,.bnk,412455
audio/bnk_sfx_scenario_online_40b.bnk,audio,.bnk,129653
audio/bnk_sfx_scenario_online_41.bnk,audio,.bnk,7321792
audio/bnk_sfx_scenario_online_42.bnk,audio,.bnk,231752
audio/bnk_sfx_scenario_online_43.bnk,audio,.bnk,87858
audio/bnk_sfx_scenario_online_44.bnk,audio,.bnk,168852
audio/bnk_sfx_scenario_online_45.bnk,audio,.bnk,169351
audio/bnk_sfx_scenario_online_46.bnk,audio,.bnk,219094
audio/bnk_sfx_scenario_online_47.bnk,audio,.bnk,170707
audio/bnk_sfx_scenario_online_48.bnk,audio,.bnk,6922
audio/bnk_sfx_scenario_online_49.bnk,audio,.bnk,561387
audio/bnk_sfx_scenario_online_50.bnk,audio,.bnk,359186
audio/bnk_sfx_scenario_online_51.bnk,audio,.bnk,198359
audio/bnk_sfx_scenario_online_52.bnk,audio,.bnk,253914
audio/bnk_sfx_scenario_online_53.bnk,audio,.bnk,1033255
audio/bnk_sfx_scenario_online_54.bnk,audio,.bnk,683752
audio/bnk_sfx_scenario_online_55.bnk,audio,.bnk,453645
audio/bnk_sfx_scenario_online_56.bnk,audio,.bnk,94272
audio/bnk_sfx_scenario_online_57.bnk,audio,.bnk,199695
audio/bnk_sfx_scenario_online_58.bnk,audio,.bnk,135093
audio/bnk_sfx_scenario_online_59.bnk,audio,.bnk,651498
audio/bnk_sfx_scenario_online_60.bnk,audio,.bnk,1143522
audio/bnk_sfx_scenario_online_61.bnk,audio,.bnk,247552
audio/bnk_sfx_scenario_online_62.bnk,audio,.bnk,303171
audio/bnk_sfx_scenario_online_63.bnk,audio,.bnk,178191
audio/bnk_sfx_scenario_online_64.bnk,audio,.bnk,84550
audio/bnk_sfx_scenario_online_65.bnk,audio,.bnk,738834
audio/bnk_sfx_scenario_online_66.bnk,audio,.bnk,472318
audio/bnk_sfx_scenario_online_67.bnk,audio,.bnk,364972
audio/bnk_sfx_scenario_online_68.bnk,audio,.bnk,758269
audio/bnk_sfx_scenario_online_68_B.bnk,audio,.bnk,126352
audio/bnk_sfx_scenario_online_77.bnk,audio,.bnk,415066
audio/bnk_sfx_scenario_online_78.bnk,audio,.bnk,489680
audio/bnk_sfx_scenario_online_79.bnk,audio,.bnk,331912
audio/bnk_sfx_scenario_online_81.bnk,audio,.bnk,874764
audio/bnk_sfx_scenario_online_82.bnk,audio,.bnk,716539
audio/bnk_sfx_scenario_online_83.bnk,audio,.bnk,114142
audio/bnk_sfx_scenario_online_84.bnk,audio,.bnk,337955
audio/bnk_sfx_scenario_online_85.bnk,audio,.bnk,102526
audio/bnk_sfx_scenario_online_86.bnk,audio,.bnk,162736
audio/bnk_sfx_scenario_online_86_B.bnk,audio,.bnk,297490
audio/bnk_sfx_scenario_online_87.bnk,audio,.bnk,91314
audio/bnk_sfx_scenario_online_88_a.bnk,audio,.bnk,669219
audio/bnk_sfx_scenario_online_88_b.bnk,audio,.bnk,514550
audio/bnk_sfx_scenario_online_89_a.bnk,audio,.bnk,608076
audio/bnk_sfx_scenario_online_89_b.bnk,audio,.bnk,111545
audio/bnk_sfx_scenario_online_90.bnk,audio,.bnk,662938
audio/bnk_sfx_scenario_online_91.bnk,audio,.bnk,503668
audio/bnk_sfx_scenario_online_92.bnk,audio,.bnk,120452
audio/bnk_sfx_scenario_online_93.bnk,audio,.bnk,1461680
audio/bnk_sfx_scenario_online_94.bnk,audio,.bnk,751632
audio/bnk_sfx_scenario_online_95_a.bnk,audio,.bnk,1285889
audio/bnk_sfx_scenario_online_95_b.bnk,audio,.bnk,1355463
audio/bnk_sfx_scenario_online_96.bnk,audio,.bnk,1206884
audio/bnk_sfx_scenario_online_97.bnk,audio,.bnk,409380
audio/bnk_sfx_scenario_online_98.bnk,audio,.bnk,103535
audio/bnk_sfx_scenario_qv3_0002_1.bnk,audio,.bnk,679535
audio/bnk_sfx_scenario_qv3_0002_2.bnk,audio,.bnk,222341
