bundle,game_object_id,mono_id,path,name,layer,local_position,world_position,block_type,is_gamepad_cursor_movable,collider_type,is_trigger,collider_center,collider_size
battle/map/stage_city-ca-da00101.unity3d,609,2499,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 3_12,empty 3_12,24,"3,1.6,12","3,1.6,12",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,610,2500,MapTool/Map/block_root/emptyblock/enter/empty 8_4,empty 8_4,24,"8,0.8,4","8,0.8,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,616,2501,MapTool/Map/block_root/emptyblock/noenter/empty 6_11,empty 6_11,24,"6,0.4,11","6,0.4,11",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,612,2502,MapTool/Map/block_root/emptyblock/enter/empty 11_2,empty 11_2,24,"11,1.2,2","11,1.2,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,615,2503,MapTool/Map/block_root/emptyblock/noenter/empty -1_8,empty -1_8,24,"-1,0.8,8","-1,0.8,8",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,614,2504,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 10_4,empty 10_4,24,"10,0.8,4","10,0.8,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,613,2505,MapTool/Map/block_root/emptyblock/enter/empty 1_13,empty 1_13,24,"1,2.4,13","1,2.4,13",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,637,2506,MapTool/Map/block_root/emptyblock/enter/empty 11_9,empty 11_9,24,"11,2,9","11,2,9",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,636,2507,MapTool/Map/block_root/emptyblock/noenter/empty 4_-1,empty 4_-1,24,"4,0,-1","4,0,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,632,2508,MapTool/Map/block_root/emptyblock/noenter/empty 14_5,empty 14_5,24,"14,2,5","14,2,5",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,633,2509,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 9_4,empty 9_4,24,"9,0.8,4","9,0.8,4",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,635,2510,MapTool/Map/block_root/emptyblock/enter/empty 11_11,empty 11_11,24,"11,3.2,11","11,3.2,11",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,634,2511,MapTool/Map/block_root/emptyblock/enter/empty 5_14,empty 5_14,24,"5,2.4,14","5,2.4,14",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,639,2512,MapTool/Map/block_root/emptyblock/noenter/empty 8_0,empty 8_0,24,"8,-0.8,0","8,-0.8,0",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,638,2513,MapTool/Map/block_root/emptyblock/enter/empty 0_18,empty 0_18,24,"0,2,18","0,2,18",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,624,2514,MapTool/Map/block_root/emptyblock/noenter/empty -1_11,empty -1_11,24,"-1,1.6,11","-1,1.6,11",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,625,2515,MapTool/Map/block_root/emptyblock/enter/empty 13_5,empty 13_5,24,"13,1.6,5","13,1.6,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,626,2516,MapTool/Map/block_root/emptyblock/enter/empty 12_6,empty 12_6,24,"12,1.2,6","12,1.2,6",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,627,2517,MapTool/Map/block_root/emptyblock/noenter/empty 15_13,empty 15_13,24,"15,3.2,13","15,3.2,13",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,630,2518,MapTool/Map/block_root/emptyblock/enter/empty 1_10,empty 1_10,24,"1,1.2,10","1,1.2,10",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,631,2519,MapTool/Map/block_root/emptyblock/enter/empty 10_11,empty 10_11,24,"10,3.2,11","10,3.2,11",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,628,2520,MapTool/Map/block_root/emptyblock/enter/empty 0_1,empty 0_1,24,"0,0,1","0,0,1",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,629,2521,MapTool/Map/block_root/emptyblock/enter/empty 7_0,empty 7_0,24,"7,0,0","7,0,0",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,653,2522,MapTool/Map/block_root/emptyblock/enter/empty 10_1,empty 10_1,24,"10,0.4,1","10,0.4,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,654,2523,MapTool/Map/block_root/emptyblock/enter/empty 2_3,empty 2_3,24,"2,8.9407e-08,3","2,8.9407e-08,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,655,2524,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 8_2,empty 8_2,24,"8.00005,0.4,1.99986","8.00005,0.4,1.99986",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,651,2525,MapTool/Map/block_root/emptyblock/noenter/empty -1_9,empty -1_9,24,"-1,1.2,9","-1,1.2,9",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,652,2526,MapTool/Map/block_root/emptyblock/enter/empty 10_12,empty 10_12,24,"10,3.2,12","10,3.2,12",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,658,2527,MapTool/Map/block_root/emptyblock/noenter/empty 5_6,empty 5_6,24,"5,-0.8,6","5,-0.8,6",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,656,2528,MapTool/Map/block_root/emptyblock/enter/empty 1_8,empty 1_8,24,"1,0.8,8","1,0.8,8",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,657,2529,MapTool/Map/block_root/emptyblock/noenter/empty 4_2,empty 4_2,24,"4,-0.8,2","4,-0.8,2",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,643,2530,MapTool/Map/block_root/emptyblock/enter/empty 8_15,empty 8_15,24,"8,2.8,15","8,2.8,15",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,640,2531,MapTool/Map/block_root/emptyblock/enter/empty 11_14,empty 11_14,24,"11,3.2,14","11,3.2,14",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,642,2532,MapTool/Map/block_root/emptyblock/enter/empty 13_0,empty 13_0,24,"13,0.8,0","13,0.8,0",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,641,2533,MapTool/Map/block_root/emptyblock/enter/empty 7_1,empty 7_1,24,"7,0.4,1","7,0.4,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,649,2534,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 10_6,empty 10_6,24,"10,1.2,6","10,1.2,6",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,648,2535,MapTool/Map/block_root/emptyblock/noenter/empty 8_18,empty 8_18,24,"8,3.2,18","8,3.2,18",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,650,2536,MapTool/Map/block_root/emptyblock/noenter/empty -1_7,empty -1_7,24,"-1,0.4,7","-1,0.4,7",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,644,2537,MapTool/Map/block_root/emptyblock/noenter/empty 7_3,empty 7_3,24,"7,-0.8,3","7,-0.8,3",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,645,2538,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 9_3,empty 9_3,24,"9,0.8,3","9,0.8,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,646,2539,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 12_1,empty 12_1,24,"12,1.2,1","12,1.2,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,647,2540,MapTool/Map/block_root/emptyblock/enter/empty 9_14,empty 9_14,24,"9,3.2,14","9,3.2,14",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,670,2541,MapTool/Map/block_root/emptyblock/noenter/empty 13_11,empty 13_11,24,"13,3.2,11","13,3.2,11",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,669,2542,MapTool/Map/block_root/emptyblock/enter/empty 9_13,empty 9_13,24,"9,3.2,13","9,3.2,13",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,673,2543,MapTool/Map/block_root/emptyblock/noenter/empty -1_10,empty -1_10,24,"-1,1.6,10","-1,1.6,10",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,672,2544,MapTool/Map/block_root/emptyblock/enter/empty 11_3,empty 11_3,24,"11,1.2,3","11,1.2,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,674,2545,MapTool/Map/block_root/emptyblock/enter/empty 9_7,empty 9_7,24,"9,1.2,7","9,1.2,7",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,671,2546,MapTool/Map/block_root/emptyblock/noenter/empty 7_6,empty 7_6,24,"7,-0.8,6","7,-0.8,6",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,660,2547,MapTool/Map/block_root/emptyblock/noenter/empty 3_10,empty 3_10,24,"3,0.4,10","3,0.4,10",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,661,2548,MapTool/Map/block_root/emptyblock/enter/empty 2_14,empty 2_14,24,"2,2.4,14","2,2.4,14",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,662,2549,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 5_0,empty 5_0,24,"5,0,0","5,0,0",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,663,2550,MapTool/Map/block_root/emptyblock/enter/empty 9_10,empty 9_10,24,"9,3.2,10","9,3.2,10",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,664,2551,MapTool/Map/block_root/emptyblock/noenter/empty 7_16,empty 7_16,24,"7,1.6,16","7,1.6,16",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,659,2552,MapTool/Map/block_root/emptyblock/enter/empty 0_8,empty 0_8,24,"5.02914e-07,0.8,8","5.02914e-07,0.8,8",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,668,2553,MapTool/Map/block_root/emptyblock/noenter/empty 1_-1,empty 1_-1,24,"1,0,-1","1,0,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,667,2554,MapTool/Map/block_root/emptyblock/enter/empty 9_17,empty 9_17,24,"9,3.6,17","9,3.6,17",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,665,2555,MapTool/Map/block_root/emptyblock/enter/empty 8_12,empty 8_12,24,"8,3.6,12","8,3.6,12",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,666,2556,MapTool/Map/block_root/emptyblock/enter/empty 14_13,empty 14_13,24,"14,3.2,13","14,3.2,13",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,543,2557,MapTool/Map/block_root/emptyblock/noenter/empty -1_3,empty -1_3,24,"-1,0,3","-1,0,3",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,545,2558,MapTool/Map/block_root/emptyblock/enter/empty 2_18,empty 2_18,24,"2,2,18","2,2,18",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,544,2559,MapTool/Map/block_root/emptyblock/enter/empty 7_9,empty 7_9,24,"7,1.6,9","7,1.6,9",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,547,2560,MapTool/Map/block_root/emptyblock/enter/empty 10_10,empty 10_10,24,"10,3.6,10","10,3.6,10",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,546,2561,MapTool/Map/block_root/emptyblock/enter/empty 11_5,empty 11_5,24,"11,1.2,5","11,1.2,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,541,2562,MapTool/Map/block_root/emptyblock/noenter/empty -1_18,empty -1_18,24,"-1,1.6,18","-1,1.6,18",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,542,2563,MapTool/Map/block_root/emptyblock/enter/empty 1_3,empty 1_3,24,"1,0,3","1,0,3",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,548,2564,MapTool/Map/block_root/emptyblock/enter/empty 3_11,empty 3_11,24,"3,1.6,11","3,1.6,11",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,549,2565,MapTool/Map/block_root/emptyblock/enter/empty 8_10,empty 8_10,24,"8,3.6,10","8,3.6,10",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,536,2566,MapTool/Map/block_root/emptyblock/noenter/empty 4_16,empty 4_16,24,"4,1.6,16","4,1.6,16",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,537,2567,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 2_2,empty 2_2,24,"2,0,2","2,0,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,534,2568,MapTool/Map/block_root/emptyblock/enter/empty 3_13,empty 3_13,24,"3,2.4,13","3,2.4,13",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,535,2569,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 9_6,empty 9_6,24,"9,1.2,6","9,1.2,6",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,538,2570,MapTool/Map/block_root/emptyblock/noenter/empty 1_19,empty 1_19,24,"1,1.6,19","1,1.6,19",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,539,2571,MapTool/Map/block_root/emptyblock/enter/empty 11_6,empty 11_6,24,"11,1.2,6","11,1.2,6",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,540,2572,MapTool/Map/block_root/emptyblock/enter/empty 1_4,empty 1_4,24,"1,-1.49012e-08,4","1,-1.49012e-08,4",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,564,2573,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 2_5,empty 2_5,24,"2,0,5","2,0,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,565,2574,MapTool/Map/block_root/emptyblock/enter/empty 2_17,empty 2_17,24,"2,2,17","2,2,17",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,562,2575,MapTool/Map/block_root/emptyblock/enter/empty 4_0,empty 4_0,24,"4,0,0","4,0,0",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,561,2576,MapTool/Map/block_root/emptyblock/noenter/empty 12_16,empty 12_16,24,"12,3.2,16","12,3.2,16",29,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,563,2577,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 12_3,empty 12_3,24,"12,1.6,3","12,1.6,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,567,2578,MapTool/Map/block_root/emptyblock/enter/empty 3_15,empty 3_15,24,"3,2.4,15","3,2.4,15",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,568,2579,MapTool/Map/block_root/emptyblock/noenter/empty 11_1,empty 11_1,24,"11,0.4,1","11,0.4,1",29,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,569,2580,MapTool/Map/block_root/emptyblock/enter/empty 7_13,empty 7_13,24,"7,2.4,13","7,2.4,13",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,570,2581,MapTool/Map/block_root/emptyblock/enter/empty 8_14,empty 8_14,24,"8,2.8,14","8,2.8,14",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,566,2582,MapTool/Map/block_root/emptyblock/enter/empty 0_5,empty 0_5,24,"0,0,5","0,0,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,552,2583,MapTool/Map/block_root/emptyblock/enter/empty 13_1,empty 13_1,24,"13,1.6,1","13,1.6,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,553,2584,MapTool/Map/block_root/emptyblock/enter/empty 10_14,empty 10_14,24,"10,3.2,14","10,3.2,14",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,554,2585,MapTool/Map/block_root/emptyblock/enter/empty 14_1,empty 14_1,24,"14,1.6,1","14,1.6,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,555,2586,MapTool/Map/block_root/emptyblock/noenter/empty 6_9,empty 6_9,24,"6,0,9","6,0,9",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,550,2587,MapTool/Map/block_root/emptyblock/enter/empty 7_12,empty 7_12,24,"7,1.6,12","7,1.6,12",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,551,2588,MapTool/Map/block_root/emptyblock/enter/empty 4_15,empty 4_15,24,"4,2.4,15","4,2.4,15",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,558,2589,MapTool/Map/block_root/emptyblock/enter/empty 8_17,empty 8_17,24,"8,4,17","8,4,17",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,559,2590,MapTool/Map/block_root/emptyblock/enter/empty 8_11,empty 8_11,24,"8,3.2,11","8,3.2,11",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,560,2591,MapTool/Map/block_root/emptyblock/enter/empty 1_14,empty 1_14,24,"1,2.4,14","1,2.4,14",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,556,2592,MapTool/Map/block_root/emptyblock/enter/empty 11_13,empty 11_13,24,"11,3.2,13","11,3.2,13",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,557,2593,MapTool/Map/block_root/emptyblock/enter/empty 3_16,empty 3_16,24,"3,2.4,16","3,2.4,16",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,582,2594,MapTool/Map/block_root/emptyblock/noenter/empty -1_16,empty -1_16,24,"-1,1.6,16","-1,1.6,16",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,583,2595,MapTool/Map/block_root/emptyblock/enter/empty 0_6,empty 0_6,24,"-7.45058e-08,0,6","-7.45058e-08,0,6",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,584,2596,MapTool/Map/block_root/emptyblock/enter/empty 12_10,empty 12_10,24,"12,2.8,10","12,2.8,10",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,574,2597,MapTool/Map/block_root/emptyblock/enter/empty 12_2,empty 12_2,24,"12,1.6,2","12,1.6,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,575,2598,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 12_4,empty 12_4,24,"12,1.2,4","12,1.2,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,576,2599,MapTool/Map/block_root/emptyblock/enter/empty 8_1,empty 8_1,24,"8,0,1","8,0,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,577,2600,MapTool/Map/block_root/emptyblock/enter/empty 2_6,empty 2_6,24,"2,0.4,6","2,0.4,6",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,571,2601,MapTool/Map/block_root/emptyblock/enter/empty 2_16,empty 2_16,24,"2,2.4,16","2,2.4,16",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,572,2602,MapTool/Map/block_root/emptyblock/noenter/empty 5_16,empty 5_16,24,"5,1.6,16","5,1.6,16",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,573,2603,MapTool/Map/block_root/emptyblock/enter/empty 12_11,empty 12_11,24,"12,3.2,11","12,3.2,11",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,580,2604,MapTool/Map/block_root/emptyblock/noenter/empty 15_12,empty 15_12,24,"15,3.2,12","15,3.2,12",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,581,2605,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 9_1,empty 9_1,24,"9,0.4,1","9,0.4,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,578,2606,MapTool/Map/block_root/emptyblock/enter/empty 5_15,empty 5_15,24,"5,2.4,15","5,2.4,15",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,579,2607,MapTool/Map/block_root/emptyblock/enter/empty 8_6,empty 8_6,24,"8,0.8,6","8,0.8,6",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,598,2608,MapTool/Map/block_root/emptyblock/enter/empty 5_4,empty 5_4,24,"5,0,4","5,0,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,599,2609,MapTool/Map/block_root/emptyblock/enter/empty 1_11,empty 1_11,24,"1,1.6,11","1,1.6,11",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
