path_id,type,name,tag,layer,component_count,game_object,local_position,local_scale
87,GameObject,Cylinder (3),,0,3,,,
88,GameObject,setting_event_root,,0,1,,,
89,GameObject,light01 (1),,0,3,,,
90,GameObject,Point Light (3),,0,3,,,
91,GameObject,zuoyi05 (1),,0,4,,,
92,GameObject,Cube,,0,3,,,
93,GameObject,post Volume,,0,2,,,
94,GameObject,Auxlight,,0,3,,,
95,GameObject,Cube (1),,0,3,,,
96,GameObject,Cube (4),,0,3,,,
97,GameObject,Light (3),,0,3,,,
98,GameObject,Point Light (1),,0,3,,,
99,GameObject,flag (1),,0,3,,,
100,GameObject,Cylinder (5),,9,3,,,
101,GameObject,zuoyi05 (2),,0,4,,,
102,GameObject,shadowonly,,9,3,,,
103,GameObject,Light Probe Group,,0,2,,,
104,GameObject,Light (2),,0,3,,,
105,GameObject,portal_root,,0,1,,,
106,GameObject,Cube (2),,0,3,,,
107,GameObject,RoadBlock,,0,2,,,
108,GameObject,Cylinder,,9,3,,,
109,GameObject,GameObject,,9,1,,,
110,GameObject,Cube (6),,0,3,,,
111,GameObject,Particle System (1),,0,3,,,
112,GameObject,sound,,0,1,,,
113,GameObject,Cube (3),,0,3,,,
114,GameObject,RainOptimized (1),,0,3,,,
115,GameObject,fog,,0,2,,,
116,GameObject,Cube,,10,3,,,
117,GameObject,Cube,,10,3,,,
118,GameObject,Cube,,10,3,,,
119,GameObject,Cube,,10,3,,,
120,GameObject,Cube,,10,3,,,
121,GameObject,Cube,,10,3,,,
122,GameObject,Cube,,10,3,,,
123,GameObject,Cube,,10,3,,,
124,GameObject,Cube,,10,3,,,
125,GameObject,Cube,,10,3,,,
126,GameObject,Cube,,10,3,,,
127,GameObject,Cube,,10,3,,,
128,GameObject,Cube,,10,3,,,
129,GameObject,Cube,,10,3,,,
130,GameObject,Cube,,10,3,,,
131,GameObject,Cube,,10,3,,,
132,GameObject,Cube,,10,3,,,
133,GameObject,Cube,,10,3,,,
134,GameObject,Cube,,10,3,,,
135,GameObject,Cube,,10,3,,,
136,GameObject,Cube,,10,3,,,
137,GameObject,Cube,,10,3,,,
138,GameObject,Cube,,10,3,,,
139,GameObject,Cube,,10,3,,,
140,GameObject,Cube,,10,3,,,
141,GameObject,Cube,,10,3,,,
142,GameObject,Cube,,10,3,,,
143,GameObject,Cube,,10,3,,,
144,GameObject,Cube,,10,3,,,
145,GameObject,Cube,,10,3,,,
146,GameObject,Cube,,10,3,,,
147,GameObject,Cube,,10,3,,,
148,GameObject,Cube,,10,3,,,
149,GameObject,Cube,,10,3,,,
150,GameObject,Cube,,10,3,,,
151,GameObject,props_string00_left,,0,3,,,
152,GameObject,props_plate01_bacon,,0,3,,,
153,GameObject,dls_virtual-jiaju-bloodnight_shelf01_a2,,0,3,,,
154,GameObject,props_woodbarrel01_water,,0,3,,,
155,GameObject,props_woodbox00_ironcorner (2),,0,3,,,
156,GameObject,props_woodbox00_ironcorner (1),,0,3,,,
157,GameObject,props_woodbox00_ironcorner,,0,3,,,
158,GameObject,props_woodbox00_ironcorner (3),,0,3,,,
159,GameObject,jiaju_shadow02,,0,3,,,
160,GameObject,props_sacks00,,0,3,,,
161,GameObject,props_board02,,0,3,,,
162,GameObject,props_soupbowl01_right,,0,3,,,
163,GameObject,props_bottle00_blue_right,,0,3,,,
164,GameObject,props_boardstone01,,0,3,,,
165,GameObject,posuipanzi02,,0,3,,,
166,GameObject,capital_alm-arena-00101,,0,1,,,
167,GameObject,BG-plane,,9,3,,,
168,GameObject,capital-jiuguan-brokensprite,,0,1,,,
169,GameObject,props_candle04_left,,0,3,,,
170,GameObject,props_candle04_left-shad,,0,3,,,
171,GameObject,jiaju_shadow09 (1),,0,3,,,
172,GameObject,props_woodbarrel00 (1),,0,3,,,
173,GameObject,props_bottle00_green_left,,0,3,,,
174,GameObject,props_bottle00_green_left (1),,0,3,,,
175,GameObject,scenefx_candle_fire,,0,3,,,
176,GameObject,props_weapon01,,0,3,,,
177,GameObject,jiaju_shadow08,,0,3,,,
178,GameObject,posuijiuping2,,0,3,,,
179,GameObject,props_woodwheel00_d,,0,3,,,
180,GameObject,jiaju_shadow09,,0,3,,,
181,GameObject,props_paper01 (1),,0,3,,,
182,GameObject,props_paper01,,0,3,,,
183,GameObject,props_woodbox00_dustsheet (1),,0,3,,,
184,GameObject,props_woodbox00_dustsheet,,0,3,,,
185,GameObject,props_woodtable01,,0,3,,,
186,GameObject,dls_virtual-jiaju-bloodnight_barrel01_a3,,0,3,,,
187,GameObject,props_paper02 (2),,0,3,,,
188,GameObject,props_paper02,,0,3,,,
189,GameObject,props_paper02 (1),,0,3,,,
190,GameObject,props_plate04_bread,,0,3,,,
191,GameObject,Portal_Spawn,,0,6,,,
192,GameObject,props_jar07_right,,0,3,,,
193,GameObject,props_board05,,0,3,,,
194,GameObject,Particle System (5),,0,4,,,
195,GameObject,men02,,0,3,,,
196,GameObject,beimian01,,0,4,,,
197,GameObject,props_ironlight02,,0,3,,,
198,GameObject,zhuzi01,,0,4,,,
199,GameObject,props_handcuffs05 (1),,0,3,,,
200,GameObject,props_handcuffs05,,0,3,,,
201,GameObject,props_candle05 (1),,0,3,,,
202,GameObject,props_lowtable00_smallsword,,0,3,,,
203,GameObject,qiang02,,0,4,,,
204,GameObject,props_armour00_right,,0,3,,,
205,GameObject,posuijiuping1,,0,3,,,
206,GameObject,props_weapon04 (1),,0,3,,,
207,GameObject,jiaju_shadow02 (1),,0,3,,,
208,GameObject,cangeng,,0,3,,,
209,GameObject,props_paper00 (2),,0,3,,,
210,GameObject,props_paper00 (1),,0,3,,,
211,GameObject,props_paper00,,0,3,,,
212,GameObject,props_fruitbox01_slant,,0,3,,,
213,GameObject,props_fruitbox01_slant (1),,0,3,,,
214,GameObject,dls_virtual-jiaju-bloodnight_shelf01_a1,,0,3,,,
215,GameObject,props_boardstone05,,0,3,,,
216,GameObject,props_jar06_right,,0,3,,,
217,GameObject,dls_virtual-jiaju-bloodnight_shelf01_a,,0,3,,,
218,GameObject,props_woodbox02_original.001,,0,3,,,
219,GameObject,props_woodbox02_original.001 (2),,0,3,,,
220,GameObject,props_woodbox02_original.001 (1),,0,3,,,
221,GameObject,jiaju_shadow01,,0,3,,,
222,GameObject,dls_virtual-jiaju-bloodnight_barrel01_a1,,0,3,,,
223,GameObject,props_woodladder00,,0,3,,,
224,GameObject,jiuping1,,0,3,,,
225,GameObject,props_cup03_left,,0,3,,,
226,GameObject,props_cup03_left (2),,0,3,,,
227,GameObject,props_cup01_left,,0,3,,,
228,GameObject,props_weaponrack08,,0,3,,,
229,GameObject,dls_virtual-jiaju-bloodnight_barrel01_a,,0,3,,,
230,GameObject,sadeshui,,0,3,,,
231,GameObject,dimian01,,0,5,,,
232,GameObject,props_weaponrack07,,0,3,,,
233,GameObject,TopCamera,,0,3,,,
234,GameObject,props_boardstone00,,0,3,,,
235,GameObject,props_handcuffs02,,0,3,,,
236,GameObject,props_jar00,,0,3,,,
237,GameObject,props_water_breaker01_right,,0,3,,,
238,GameObject,posuipanzi01,,0,3,,,
239,GameObject,props_weapon02,,0,3,,,
240,GameObject,props_huopen02,,0,3,,,
241,GameObject,props_huopen02 (1),,0,3,,,
242,GameObject,props_woodbarrel01,,0,3,,,
243,GameObject,props_woodbarrel00_slant,,0,3,,,
244,GameObject,jiuping2,,0,3,,,
245,GameObject,props_shield01_left (1),,0,3,,,
246,GameObject,fangdaoshuibei,,0,3,,,
247,GameObject,camera,,0,9,,,
248,GameObject,props_winejar00_steel_right,,0,3,,,
249,GameObject,props_tablecloth,,0,3,,,
250,GameObject,props_handcuffs03,,0,3,,,
251,GameObject,flag,,0,3,,,
252,GameObject,props_mow01 (2),,0,3,,,
253,GameObject,props_mow01 (4),,0,3,,,
254,GameObject,props_mow01,,0,3,,,
255,GameObject,props_mow01 (1),,0,3,,,
256,GameObject,props_mow01 (3),,0,3,,,
257,GameObject,props_mow02 (4),,0,3,,,
258,GameObject,props_mow02 (1),,0,3,,,
259,GameObject,props_mow02 (3),,0,3,,,
260,GameObject,props_mow02,,0,3,,,
261,GameObject,props_mow02 (2),,0,3,,,
262,GameObject,props_mow02 (5),,0,3,,,
263,GameObject,empty0,,24,3,,,
264,GameObject,empty (18),,24,3,,,
265,GameObject,empty (6),,24,3,,,
266,GameObject,empty (7),,24,3,,,
267,GameObject,empty (19),,24,3,,,
268,GameObject,empty (1),,24,3,,,
269,GameObject,empty (15),,24,3,,,
270,GameObject,empty (28),,24,3,,,
271,GameObject,empty (10),,24,3,,,
272,GameObject,empty (3),,24,3,,,
273,GameObject,empty (20),,24,3,,,
274,GameObject,empty (21),,24,3,,,
275,GameObject,empty (22),,24,3,,,
276,GameObject,empty (9),,24,3,,,
277,GameObject,empty (12),,24,3,,,
278,GameObject,empty (17),,24,3,,,
279,GameObject,empty (2),,24,3,,,
280,GameObject,empty (4),,24,3,,,
281,GameObject,empty0 (2),,24,3,,,
282,GameObject,empty (25),,24,3,,,
283,GameObject,empty (24),,24,3,,,
284,GameObject,empty (23),,24,3,,,
285,GameObject,empty (27),,24,3,,,
286,GameObject,empty (29),,24,3,,,
287,GameObject,empty (14),,24,3,,,
288,GameObject,empty (8),,24,3,,,
289,GameObject,empty (26),,24,3,,,
290,GameObject,empty (5),,24,3,,,
291,GameObject,empty (31),,24,3,,,
292,GameObject,empty (30),,24,3,,,
293,GameObject,empty,,24,3,,,
294,GameObject,empty (11),,24,3,,,
295,GameObject,empty0 (1),,24,3,,,
296,GameObject,empty (16),,24,3,,,
297,GameObject,empty (13),,24,3,,,
298,GameObject,jiaju_shadow01,,0,3,,,
299,GameObject,dls_virtual-jiaju-bloodnight_barrel01_a2,,0,3,,,
300,GameObject,props_weaponrack06,,0,3,,,
301,GameObject,sadejiu,,0,3,,,
302,GameObject,dls_virtual-jiaju-bloodnight_barrel01_a4,,0,3,,,
303,GameObject,tod,,0,2,,,
304,GameObject,dls_virtual-jiaju-bloodnight_boxingpost,,0,3,,,
305,GameObject,jiaju_shadow01 (1),,0,3,,,
306,GameObject,props_woodbox01_original,,0,3,,,
307,GameObject,men01,,0,3,,,
308,Transform,,,,,12,"9.269999504089355,10.380000114440918,-6.600000381469727","0.012545999139547348,11.550689697265625,31.87701416015625"
309,Transform,,,,,13,"6.960000038146973,2.5,3.2200000286102295","1.0,1.0,1.0"
310,Transform,,,,,14,"11.219999313354492,10.380000114440918,-0.7699999809265137","0.012545999139547348,0.5363906621932983,31.87701416015625"
311,Transform,,,,,15,"0.0,0.0,0.0","1.0,1.0,1.0"
312,Transform,,,,,16,"9.269999504089355,10.380000114440918,0.6800000071525574","0.012545999139547348,0.5442827939987183,31.87701416015625"
313,Transform,,,,,17,"11.219999313354492,10.380000114440918,-0.7699999809265137","0.012545999139547348,0.5363906621932983,31.87701416015625"
314,Transform,,,,,18,"1.2869999408721924,0.006500000134110451,2.9079999923706055","1.0,1.0,-1.0"
315,Transform,,,,,19,"0.028999999165534973,1.347000002861023,-0.020999999716877937","1.0,1.0,1.0"
316,Transform,,,,,20,"-0.09200000017881393,0.07999999821186066,-0.09000000357627869","1.567643642425537,1.3048057556152344,0.6747641563415527"
317,Transform,,,,,21,"0.0,0.0,0.0","1.0,1.0,1.0"
318,Transform,,,,,22,"0.10119998455047607,-0.11419996619224548,0.0008000185480341315","0.46720996499061584,0.0037899999879300594,0.24206997454166412"
319,Transform,,,,,23,"3.4800000190734863,1.9730000495910645,9.836000442504883","1.0,1.0,1.0"
320,Transform,,,,,24,"-0.09200000017881393,0.07999999821186066,-0.09000000357627869","1.567643642425537,1.3048057556152344,0.6747641563415527"
321,Transform,,,,,25,"-0.026799678802490234,0.09499996900558472,-0.043800000101327896","0.5489099621772766,0.022529998794198036,0.5489099621772766"
322,Transform,,,,,26,"0.00800000037997961,-0.00419999985024333,-0.09700000286102295","0.5489065647125244,0.001664256094954908,0.5322362780570984"
323,Transform,,,,,27,"0.0,0.0,0.0","1.0,1.0,1.0"
324,Transform,,,,,28,"0.006399999838322401,-0.07519999891519547,0.0471000000834465","0.2714194357395172,0.0022024798672646284,0.18873950839042664"
325,Transform,,,,,29,"8.979999542236328,3.9700000286102295,10.496000289916992","0.03999999910593033,0.2258499711751938,1.299999713897705"
326,Transform,,,,,30,"0.0,0.0,0.0","1.0,1.0,1.0"
327,Transform,,,,,31,"3.5880000591278076,0.0729999989271164,-0.6990000009536743","1.0,1.0,1.0"
328,Transform,,,,,32,"-0.037000179290771484,1.0189999341964722,-0.04100006818771362","0.7329666614532471,0.4074072241783142,0.40740716457366943"
329,Transform,,,,,33,"0.07000000029802322,0.2849999964237213,0.11699999868869781","0.42724132537841797,0.003466923488304019,0.2970949113368988"
330,Transform,,,,,34,"0.04549980163574219,-0.13649998605251312,0.30719995498657227","0.5235745906829834,0.0017339946934953332,0.27108168601989746"
331,Transform,,,,,35,"-1.1050000190734863,0.7289999723434448,-0.25200000405311584","1.0,1.0,1.0"
332,Transform,,,,,36,"1.8999998569488525,10.380000114440918,3.979999542236328","0.012545999139547348,11.550689697265625,31.87701416015625"
333,Transform,,,,,37,"13.6899995803833,2.503999948501587,8.50100040435791","0.03999999910593033,0.26882797479629517,1.3000000715255737"
334,Transform,,,,,38,"12.486000061035156,0.43700000643730164,-4.327000141143799","1.0,1.0,1.0"
335,Transform,,,,,39,"0.0,0.0,0.0","1.0,1.0,1.0"
336,Transform,,,,,40,"0.03999999910593033,0.1379999965429306,0.0","0.40393194556236267,0.0029468443244695663,0.2525272071361542"
337,Transform,,,,,41,"11.887908935546875,16.59000015258789,2.18999981880188","1.0,1.0,1.0"
338,Transform,,,,,42,"9.269999504089355,10.380000114440918,2.2699999809265137","0.012545999139547348,0.5442827939987183,31.87701416015625"
339,Transform,,,,,43,"-0.09200000017881393,0.07999999821186066,-0.09000000357627869","1.567643642425537,1.3048057556152344,0.6747641563415527"
340,Transform,,,,,44,"0.0,0.0,0.0","1.0,1.0,1.0"
341,Transform,,,,,45,"-0.011699999682605267,0.43959999084472656,-0.012900000438094139","0.7329699993133545,0.4074099063873291,0.40741002559661865"
342,Transform,,,,,46,"18.739999771118164,10.380000114440918,3.979999542236328","0.012545999139547348,11.550689697265625,31.87701416015625"
343,Transform,,,,,47,"12.5,22.200000762939453,17.480243682861328","60.0,0.10000000149011612,40.0"
344,Transform,,,,,48,"-0.01297616958618164,0.0729999840259552,-0.050112370401620865","0.5489099621772766,0.022529998794198036,0.5489099621772766"
345,Transform,,,,,49,"-1.184000015258789,-0.7730000019073486,-0.23499999940395355","1.0,1.0,1.0"
346,Transform,,,,,50,"0.08359909057617188,-0.0176999531686306,0.06509971618652344","0.7828943133354187,0.005203764420002699,0.5690363645553589"
347,Transform,,,,,51,"9.269999504089355,10.380000114440918,9.449999809265137","0.012545999139547348,11.550689697265625,31.87701416015625"
348,Transform,,,,,52,"11.887908935546875,17.34000015258789,2.190000057220459","1.0,1.0,1.0"
349,Transform,,,,,53,"0.0,0.0,0.0","1.0,1.0,1.0"
350,Transform,,,,,54,"-0.12200000137090683,0.7329999804496765,-0.29899999499320984","1.0,1.0,1.0"
351,Transform,,,,,55,"0.20275545120239258,0.28780287504196167,-0.05408816412091255","0.4156700074672699,0.012346283532679081,0.47460463643074036"
352,Transform,,,,,56,"-0.01600000075995922,0.6710000038146973,-0.41499999165534973","1.0,1.0,1.0"
353,Transform,,,,,57,"2.0889999866485596,3.999000072479248,10.550000190734863","0.03999999910593033,0.20572222769260406,1.299999713897705"
354,Transform,,,,,58,"0.028999999165534973,0.12800000607967377,0.035999998450279236","0.2532251477241516,0.0020548386964946985,0.17608757317066193"
355,Transform,,,,,59,"6.51800012588501,1.534000039100647,12.604999542236328","1.0,1.0,1.0"
356,Transform,,,,,60,"0.06459999829530716,-0.3255999982357025,0.1517000049352646","0.40772226452827454,0.001733994809910655,0.22628585994243622"
357,Transform,,,,,61,"0.0,-0.0,0.0","1.0,1.0,1.0"
358,Transform,,,,,62,"8.888999938964844,-0.0,3.1989998817443848","40.035125732421875,41.66257095336914,10.849625587463379"
359,Transform,,,,,63,"-0.037000179290771484,1.0189999341964722,-0.04100006818771362","0.7329666614532471,0.4074072241783142,0.40740716457366943"
360,Transform,,,,,64,"0.0,0.0,0.0","1.0,1.0,1.0"
361,Transform,,,,,65,"-0.011699999682605267,0.43959999084472656,-0.012900000438094139","0.7329699993133545,0.4074099063873291,0.40741002559661865"
362,Transform,,,,,66,"9.199999809265137,10.380000114440918,-0.7699999809265137","0.012545999139547348,0.5363906621932983,31.87701416015625"
363,Transform,,,,,67,"-0.010999999940395355,1.5080000162124634,-0.07100000232458115","1.0,1.0,1.0"
364,Transform,,,,,68,"0.0,0.0,0.0","1.0,1.0,1.0"
365,Transform,,,,,69,"-0.03125,-0.2901333272457123,-0.026649700477719307","0.5309399962425232,0.00465041259303689,0.5309399962425232"
366,Transform,,,,,70,"10.539999961853027,0.5199999809265137,6.130000114440918","0.03999999910593033,1.3987431526184082,2.7469000816345215"
367,Transform,,,,,71,"0.5,0.0,0.5","1.0,1.0,1.0"
368,Transform,,,,,72,"0.0,0.0,0.0","1.0,1.0,1.0"
369,Transform,,,,,73,"4.565999984741211,0.5759999752044678,-0.25200000405311584","1.0,1.0,1.0"
370,Transform,,,,,74,"0.0,0.0,0.0","1.0,1.0,1.0"
371,Transform,,,,,75,"0.0,0.0,0.0","1.0,1.0,1.0"
372,Transform,,,,,76,"-0.07624435424804688,0.06270282715559006,-0.04108811542391777","1.0,0.011037099175155163,0.5130860805511475"
373,Transform,,,,,77,"1.8999998569488525,10.380000114440918,3.979999542236328","0.012545999139547348,11.550689697265625,31.87701416015625"
374,Transform,,,,,78,"0.0,0.0,0.0","1.0,1.0,1.0"
375,Transform,,,,,79,"4.260000228881836,2.2200000286102295,5.429999828338623","1.0,1.0,1.0"
376,Transform,,,,,80,"0.0,0.0,0.0","1.0,1.0,1.0"
377,Transform,,,,,81,"0.0,0.0,0.0","1.0,1.0,1.0"
378,Transform,,,,,82,"0.05299999937415123,-0.5009999871253967,0.14499999582767487","0.4864569902420044,0.003466923488304019,0.2970949113368988"
379,Transform,,,,,83,"10.673999786376953,2.171999931335449,0.8619999885559082","1.0,1.0,1.0"
380,Transform,,,,,84,"-0.10599999874830246,0.5799999833106995,-0.11599999666213989","1.0,1.0,1.0"
381,Transform,,,,,85,"5.150000095367432,3.13100004196167,12.071999549865723","1.0,1.0,1.0"
382,Transform,,,,,86,"9.269999504089355,10.380000114440918,9.449999809265137","0.012550000101327896,11.550689697265625,31.87701988220215"
383,Transform,,,,,87,"0.026000000536441803,0.09640000015497208,0.0625","0.1970927119255066,0.0025254026986658573,0.3463622033596039"
384,Transform,,,,,88,"0.0,0.0,0.0","1.0,1.0,1.0"
385,Transform,,,,,89,"7.170000076293945,1.9730000495910645,9.836000442504883","1.0,1.0,1.0"
386,Transform,,,,,90,"13.866000175476074,2.378000020980835,8.420000076293945","1.0,1.0,1.0"
387,Transform,,,,,91,"2.789599895477295,-0.0020000000949949026,5.769999980926514","1.2000000476837158,1.1999999284744263,1.0"
388,Transform,,,,,92,"0.12600000202655792,-0.5099999904632568,0.05400000140070915","0.5240635275840759,0.01181000005453825,0.5989364981651306"
389,Transform,,,,,93,"11.1953125,1.525146484375,11.359375","1.0,1.0,1.0"
390,Transform,,,,,94,"-4.230000019073486,5.650000095367432,-2.6500000953674316","1.0,1.0,1.0"
391,Transform,,,,,95,"9.199999809265137,10.380000114440918,-0.7699999809265137","0.012545999139547348,0.5363906621932983,31.87701416015625"
392,Transform,,,,,96,"9.269999504089355,10.380000114440918,-6.600000381469727","0.012550000101327896,11.550689697265625,31.87701988220215"
393,Transform,,,,,97,"0.052000001072883606,0.0729999989271164,-0.6990000009536743","1.0,1.0,1.0"
394,Transform,,,,,98,"3.4700000286102295,1.8700000047683716,2.609999895095825","1.0,1.0,1.0"
395,Transform,,,,,99,"8.635000228881836,3.507999897003174,9.998000144958496","1.0,0.9999999403953552,1.0000001192092896"
396,Transform,,,,,100,"0.028999999165534973,0.12800000607967377,0.035999998450279236","0.2532251477241516,0.0020548386964946985,0.17608757317066193"
397,Transform,,,,,101,"2.265000104904175,-0.0020000000949949026,2.3519999980926514","1.2000000476837158,1.1999999284744263,-1.0"
398,Transform,,,,,102,"0.03799999877810478,-0.00419999985024333,0.06400000303983688","0.5489065647125244,0.001664256094954908,0.5322362780570984"
399,Transform,,,,,103,"4.0,2.5,3.5","1.0,1.0,1.0"
400,Transform,,,,,104,"-0.01600000075995922,0.6710000038146973,-0.41499999165534973","1.0,1.0,1.0"
401,Transform,,,,,105,"0.0,0.0,0.0","1.0,1.0,1.0"
402,Transform,,,,,106,"9.269999504089355,10.380000114440918,2.2699999809265137","0.012550000101327896,0.5442800521850586,31.87701988220215"
403,Transform,,,,,107,"0.0,0.0,0.0","1.0,1.0,1.0"
404,Transform,,,,,108,"0.09099999815225601,-0.2199999988079071,0.10599999874830246","0.5657299160957336,0.004590000491589308,0.39339005947113037"
405,Transform,,,,,109,"0.0,0.0,0.0","1.0,1.0,1.0"
406,Transform,,,,,110,"18.739999771118164,10.380000114440918,3.979999542236328","0.012545999139547348,11.550689697265625,31.87701416015625"
407,Transform,,,,,111,"-0.09200000017881393,0.07999999821186066,-0.09000000357627869","1.567643642425537,1.3048057556152344,0.6747641563415527"
408,Transform,,,,,112,"0.0,0.0,0.0","1.0,1.0,1.0"
409,Transform,,,,,113,"9.269999504089355,10.380000114440918,0.6800000071525574","0.012550000101327896,0.5442799925804138,31.877017974853516"
410,Transform,,,,,114,"-2.4000000953674316,23.100000381469727,-3.0","29.18400001525879,0.10000000149011612,40.0"
411,Transform,,,,,115,"0.0,0.0,0.0","1.0,1.0,1.0"
412,Transform,,,,,164,"6.449999809265137,0.9129999876022339,10.472000122070312","1.0,1.0,1.0"
413,Transform,,,,,162,"1.968999981880188,0.31889986991882324,1.9359999895095825","1.0,1.0,1.0"
414,Transform,,,,,163,"2.936000108718872,0.6169999837875366,9.854999542236328","1.0,1.0,1.0"
415,Transform,,,,,161,"6.349999904632568,0.032999999821186066,1.5509999990463257","1.0,1.0,1.0"
416,Transform,,,,,160,"2.1549999713897705,0.21699999272823334,-0.04500000178813934","1.0,1.0,-1.0"
417,Transform,,,,,196,"-0.0,0.0,0.0","1.0,1.0,1.0"
418,Transform,,,,,168,"0.0,0.0,0.0","1.0,1.0,1.0"
419,Transform,,,,,166,"0.0,0.0,0.0","1.0,1.0,1.0"
420,Transform,,,,,167,"15.65999984741211,0.4399999976158142,13.65999984741211","2.799999952316284,0.0,2.5999999046325684"
421,Transform,,,,,169,"0.00800000037997961,0.36399999260902405,0.004000000189989805","1.0,1.0,1.0"
422,Transform,,,,,170,"0.1518000066280365,-0.1404000073671341,0.01510000042617321","1.0,1.0,1.0"
423,Transform,,,,,151,"9.869999885559082,1.218000054359436,4.997000217437744","1.0,1.0,-1.0"
424,Transform,,,,,156,"0.7950000166893005,0.34700000286102295,0.4399999976158142","1.100000023841858,1.100000023841858,1.100000023841858"
425,Transform,,,,,155,"0.7310000061988831,0.3499999940395355,9.668999671936035","1.100000023841858,1.100000023841858,1.100000023841858"
426,Transform,,,,,157,"0.9929999709129333,0.34700000286102295,-0.16200000047683716","1.100000023841858,1.100000023841858,1.100000023841858"
427,Transform,,,,,158,"1.3179999589920044,0.3499999940395355,9.501999855041504","1.100000023841858,1.100000023841858,1.100000023841858"
428,Transform,,,,,154,"8.821999549865723,0.36399999260902405,0.20000000298023224","1.0,1.0,1.0"
429,Transform,,,,,126,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
430,Transform,,,,,125,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
431,Transform,,,,,124,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
432,Transform,,,,,129,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
433,Transform,,,,,128,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
434,Transform,,,,,127,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
435,Transform,,,,,119,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
436,Transform,,,,,118,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
437,Transform,,,,,117,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
438,Transform,,,,,116,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
