bundle,game_object_id,mono_id,path,name,layer,local_position,world_position,block_type,is_gamepad_cursor_movable,collider_type,is_trigger,collider_center,collider_size
battle/map/battle001.unity3d,317,1198,MapTool/Map/block_root/emptyblock/enter/empty 7_1,empty 7_1,24,"7,2.8,1","7,2.8,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,316,1199,MapTool/Map/block_root/emptyblock/enter/empty 9_0,empty 9_0,24,"9,2.8,0","9,2.8,0",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,281,1200,MapTool/Map/block_root/emptyblock/noenter/empty 11_-2,empty 11_-2,24,"11,2,-2","11,2,-2",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,282,1201,MapTool/Map/block_root/emptyblock/enter/empty 9_-1,empty 9_-1,24,"9,2.8,-1","9,2.8,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,279,1202,MapTool/Map/block_root/emptyblock/enter/empty 3_1,empty 3_1,24,"3,2,1","3,2,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,280,1203,MapTool/Map/block_root/emptyblock/noenter/empty 6_-4,empty 6_-4,24,"6,-1.6,-4","6,-1.6,-4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,284,1204,MapTool/Map/block_root/emptyblock/enter/empty 2_1,empty 2_1,24,"2,0.8,1","2,0.8,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,283,1205,MapTool/Map/block_root/emptyblock/noenter/empty -1_0,empty -1_0,24,"-1,-1.6,0","-1,-1.6,0",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,276,1206,MapTool/Map/block_root/emptyblock/noenter/empty 0_-1,empty 0_-1,24,"0,-1.6,-1","0,-1.6,-1",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,278,1207,MapTool/Map/block_root/emptyblock/enter/empty 7_-3,empty 7_-3,24,"7,2.4,-3","7,2.4,-3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,277,1208,MapTool/Map/block_root/emptyblock/noenter/empty 9_3,empty 9_3,24,"9,2,3","9,2,3",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,287,1209,MapTool/Map/block_root/emptyblock/noenter/empty 12_-1,empty 12_-1,24,"12,2,-1","12,2,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,288,1210,MapTool/Map/block_root/emptyblock/noenter/empty 4_-4,empty 4_-4,24,"4,-1.6,-4","4,-1.6,-4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,285,1211,MapTool/Map/block_root/emptyblock/enter/empty 5_1,empty 5_1,24,"5,2.4,1","5,2.4,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,286,1212,MapTool/Map/block_root/emptyblock/enter/empty 3_-2,empty 3_-2,24,"3,1.6,-2","3,1.6,-2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,289,1213,MapTool/Map/block_root/emptyblock/enter/empty 4_-3,empty 4_-3,24,"4,1.6,-3","4,1.6,-3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,291,1214,MapTool/Map/block_root/emptyblock/noenter/empty -1_1,empty -1_1,24,"-1,-1.6,1","-1,-1.6,1",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,290,1215,MapTool/Map/block_root/emptyblock/enter/empty 3_0,empty 3_0,24,"3,2,0","3,2,0",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,292,1216,MapTool/Map/block_root/emptyblock/enter/empty 3_3,empty 3_3,24,"3,2,3","3,2,3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,254,1217,MapTool/Map/block_root/emptyblock/enter/empty 8_0,empty 8_0,24,"8,2.8,0","8,2.8,0",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,253,1218,MapTool/Map/block_root/emptyblock/noenter/empty 0_-2,empty 0_-2,24,"0,-1.6,-2","0,-1.6,-2",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,255,1219,MapTool/Map/block_root/emptyblock/enter/empty 4_-1,empty 4_-1,24,"4,2,-1","4,2,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,256,1220,MapTool/Map/block_root/emptyblock/noenter/empty 7_4,empty 7_4,24,"7,-1.6,4","7,-1.6,4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,250,1221,MapTool/Map/block_root/emptyblock/noenter/empty 12_1,empty 12_1,24,"12,2,1","12,2,1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,249,1222,MapTool/Map/block_root/emptyblock/enter/empty 6_3,empty 6_3,24,"6,2.4,3","6,2.4,3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,251,1223,MapTool/Map/block_root/emptyblock/enter/empty 8_2,empty 8_2,24,"8,3.2,2","8,3.2,2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,252,1224,MapTool/Map/block_root/emptyblock/enter/empty 6_-3,empty 6_-3,24,"6,2,-3","6,2,-3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,261,1225,MapTool/Map/block_root/emptyblock/enter/empty 5_3,empty 5_3,24,"5,2,3","5,2,3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,262,1226,MapTool/Map/block_root/emptyblock/noenter/empty 9_-3,empty 9_-3,24,"9,2,-3","9,2,-3",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,259,1227,MapTool/Map/block_root/emptyblock/enter/empty 7_-1,empty 7_-1,24,"7,2.8,-1","7,2.8,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,257,1228,MapTool/Map/block_root/emptyblock/enter/empty 4_2,empty 4_2,24,"4,2,2","4,2,2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,258,1229,MapTool/Map/block_root/emptyblock/enter/empty 1_2,empty 1_2,24,"1,0,2","1,0,2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,260,1230,MapTool/Map/block_root/emptyblock/enter/empty 2_-1,empty 2_-1,24,"2,0.8,-1","2,0.8,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,267,1231,MapTool/Map/block_root/emptyblock/enter/empty 8_-2,empty 8_-2,24,"8,2.8,-2","8,2.8,-2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,266,1232,MapTool/Map/block_root/emptyblock/enter/empty 2_3,empty 2_3,24,"2,1.2,3","2,1.2,3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,268,1233,MapTool/Map/block_root/emptyblock/enter/empty 5_-1,empty 5_-1,24,"5,2.4,-1","5,2.4,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,269,1234,MapTool/Map/block_root/emptyblock/noenter/empty 1_-3,empty 1_-3,24,"1,-1.6,-3","1,-1.6,-3",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,264,1235,MapTool/Map/block_root/emptyblock/enter/empty 2_2,empty 2_2,24,"2,1.2,2","2,1.2,2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,263,1236,MapTool/Map/block_root/emptyblock/enter/empty 6_-1,empty 6_-1,24,"6,2.4,-1","6,2.4,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,265,1237,MapTool/Map/block_root/emptyblock/enter/empty 4_-2,empty 4_-2,24,"4,2,-2","4,2,-2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,274,1238,MapTool/Map/block_root/emptyblock/enter/empty 11_1,empty 11_1,24,"11,2.8,1","11,2.8,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,273,1239,MapTool/Map/block_root/emptyblock/enter/empty 5_2,empty 5_2,24,"5,2.4,2","5,2.4,2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,275,1240,MapTool/Map/block_root/emptyblock/noenter/empty 1_3,empty 1_3,24,"1,-1.6,3","1,-1.6,3",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,272,1241,MapTool/Map/block_root/emptyblock/enter/empty 8_1,empty 8_1,24,"8,2.8,1","8,2.8,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,270,1242,MapTool/Map/block_root/emptyblock/enter/empty 9_1,empty 9_1,24,"9,2.8,1","9,2.8,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,271,1243,MapTool/Map/block_root/emptyblock/enter/empty 3_-3,empty 3_-3,24,"3,1.6,-3","3,1.6,-3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,229,1244,MapTool/Map/block_root/emptyblock/enter/empty 4_1,empty 4_1,24,"4,2,1","4,2,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,230,1245,MapTool/Map/block_root/emptyblock/enter/empty 8_-1,empty 8_-1,24,"8,2.8,-1","8,2.8,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,232,1246,MapTool/Map/block_root/emptyblock/enter/empty 6_0,empty 6_0,24,"6,2.8,0","6,2.8,0",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,233,1247,MapTool/Map/block_root/emptyblock/enter/empty 11_0,empty 11_0,24,"11,2.8,0","11,2.8,0",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,231,1248,MapTool/Map/block_root/emptyblock/noenter/empty 3_4,empty 3_4,24,"3,-1.6,4","3,-1.6,4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,228,1249,MapTool/Map/block_root/emptyblock/noenter/empty 8_-4,empty 8_-4,24,"8,-1.6,-4","8,-1.6,-4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,227,1250,MapTool/Map/block_root/emptyblock/noenter/empty 2_4,empty 2_4,24,"2,-1.6,4","2,-1.6,4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,235,1251,MapTool/Map/block_root/emptyblock/enter/empty 1_1,empty 1_1,24,"1,0.4,1","1,0.4,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,236,1252,MapTool/Map/block_root/emptyblock/enter/empty 11_-1,empty 11_-1,24,"11,2.8,-1","11,2.8,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,234,1253,MapTool/Map/block_root/emptyblock/enter/empty 4_0,empty 4_0,24,"4,2.4,0","4,2.4,0",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,241,1254,MapTool/Map/block_root/emptyblock/enter/empty 8_-3,empty 8_-3,24,"8,2.8,-3","8,2.8,-3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,240,1255,MapTool/Map/block_root/emptyblock/enter/empty 6_2,empty 6_2,24,"6,2.4,2","6,2.4,2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,242,1256,MapTool/Map/block_root/emptyblock/enter/empty 2_-2,empty 2_-2,24,"2,1.2,-2","2,1.2,-2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,243,1257,MapTool/Map/block_root/emptyblock/noenter/empty 7_-4,empty 7_-4,24,"7,-1.6,-4","7,-1.6,-4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,238,1258,MapTool/Map/block_root/emptyblock/enter/empty 7_-2,empty 7_-2,24,"7,2.4,-2","7,2.4,-2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,237,1259,MapTool/Map/block_root/emptyblock/enter/empty 4_3,empty 4_3,24,"4,2,3","4,2,3",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,239,1260,MapTool/Map/block_root/emptyblock/enter/empty 1_0,empty 1_0,24,"1,0.4,0","1,0.4,0",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,245,1261,MapTool/Map/block_root/emptyblock/enter/empty 3_2,empty 3_2,24,"3,1.6,2","3,1.6,2",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,246,1262,MapTool/Map/block_root/emptyblock/noenter/empty 9_2,empty 9_2,24,"9,2,2","9,2,2",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,247,1263,MapTool/Map/block_root/emptyblock/noenter/empty 5_-4,empty 5_-4,24,"5,-1.6,-4","5,-1.6,-4",27,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,248,1264,MapTool/Map/block_root/emptyblock/enter/empty 10_1,empty 10_1,24,"10,2.8,1","10,2.8,1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/battle001.unity3d,244,1265,MapTool/Map/block_root/emptyblock/enter/empty 1_-1,empty 1_-1,24,"1,0,-1","1,0,-1",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
