path_id,type,game_object,enabled,is_trigger,center,size
2134,BoxCollider,607,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2135,BoxCollider,611,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2136,BoxCollider,614,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2137,BoxCollider,613,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2138,BoxCollider,615,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2139,BoxCollider,612,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2140,BoxCollider,616,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2141,BoxCollider,618,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2142,BoxCollider,617,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2143,BoxCollider,620,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2144,BoxCollider,619,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2145,BoxCollider,623,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2146,BoxCollider,622,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2147,BoxCollider,621,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2148,BoxCollider,587,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2149,BoxCollider,588,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2150,BoxCollider,586,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2151,BoxCollider,585,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2152,BoxCollider,589,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2153,BoxCollider,590,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2154,BoxCollider,594,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2155,BoxCollider,593,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2156,BoxCollider,591,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2157,BoxCollider,592,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2158,BoxCollider,597,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2159,BoxCollider,596,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2160,BoxCollider,595,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2161,BoxCollider,600,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2162,BoxCollider,599,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2163,BoxCollider,598,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2164,BoxCollider,604,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2165,BoxCollider,603,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2166,BoxCollider,602,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2167,BoxCollider,601,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2168,BoxCollider,606,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2169,BoxCollider,605,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2170,BoxCollider,573,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2171,BoxCollider,572,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2172,BoxCollider,571,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2173,BoxCollider,577,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2174,BoxCollider,576,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2175,BoxCollider,575,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2176,BoxCollider,574,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2177,BoxCollider,579,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2178,BoxCollider,578,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2179,BoxCollider,581,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2180,BoxCollider,580,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2181,BoxCollider,582,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2182,BoxCollider,584,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2183,BoxCollider,583,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2184,BoxCollider,551,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2185,BoxCollider,550,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2186,BoxCollider,554,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2187,BoxCollider,555,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2188,BoxCollider,553,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2189,BoxCollider,552,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2190,BoxCollider,557,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2191,BoxCollider,556,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2192,BoxCollider,560,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2193,BoxCollider,559,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2194,BoxCollider,558,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2195,BoxCollider,563,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2196,BoxCollider,561,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2197,BoxCollider,562,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2198,BoxCollider,565,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2199,BoxCollider,564,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2200,BoxCollider,566,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2201,BoxCollider,570,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2202,BoxCollider,569,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2203,BoxCollider,568,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2204,BoxCollider,567,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2205,BoxCollider,535,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2206,BoxCollider,534,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2207,BoxCollider,537,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2208,BoxCollider,536,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2209,BoxCollider,540,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2210,BoxCollider,539,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2211,BoxCollider,538,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2212,BoxCollider,542,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2213,BoxCollider,541,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2214,BoxCollider,546,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2215,BoxCollider,547,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2216,BoxCollider,544,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2217,BoxCollider,545,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2218,BoxCollider,543,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2219,BoxCollider,549,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2220,BoxCollider,548,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2221,BoxCollider,518,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2222,BoxCollider,517,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2223,BoxCollider,516,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2224,BoxCollider,519,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2225,BoxCollider,520,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2226,BoxCollider,523,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2227,BoxCollider,522,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2228,BoxCollider,521,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2229,BoxCollider,527,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2230,BoxCollider,526,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2231,BoxCollider,525,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2232,BoxCollider,524,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2233,BoxCollider,529,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2234,BoxCollider,528,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2235,BoxCollider,533,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2236,BoxCollider,532,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2237,BoxCollider,531,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2238,BoxCollider,530,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2239,BoxCollider,496,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2240,BoxCollider,495,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2241,BoxCollider,502,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2242,BoxCollider,501,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2243,BoxCollider,500,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2244,BoxCollider,498,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2245,BoxCollider,499,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2246,BoxCollider,497,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2247,BoxCollider,503,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2248,BoxCollider,507,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2249,BoxCollider,506,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2250,BoxCollider,504,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2251,BoxCollider,505,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2252,BoxCollider,509,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2253,BoxCollider,508,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2254,BoxCollider,511,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2255,BoxCollider,510,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2256,BoxCollider,514,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2257,BoxCollider,513,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2258,BoxCollider,512,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2259,BoxCollider,515,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2260,BoxCollider,471,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2261,BoxCollider,470,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2262,BoxCollider,469,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2263,BoxCollider,476,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2264,BoxCollider,475,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2265,BoxCollider,474,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2266,BoxCollider,472,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2267,BoxCollider,473,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2268,BoxCollider,479,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2269,BoxCollider,478,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2270,BoxCollider,477,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2271,BoxCollider,482,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2272,BoxCollider,481,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2273,BoxCollider,480,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2274,BoxCollider,483,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2275,BoxCollider,484,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2276,BoxCollider,487,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2277,BoxCollider,486,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2278,BoxCollider,485,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2279,BoxCollider,491,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2280,BoxCollider,492,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2281,BoxCollider,490,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2282,BoxCollider,489,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2283,BoxCollider,488,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2284,BoxCollider,494,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2285,BoxCollider,493,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2286,BoxCollider,457,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2287,BoxCollider,456,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2288,BoxCollider,458,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2289,BoxCollider,460,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2290,BoxCollider,459,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2291,BoxCollider,462,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2292,BoxCollider,461,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2293,BoxCollider,463,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2294,BoxCollider,465,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2295,BoxCollider,464,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2296,BoxCollider,468,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2297,BoxCollider,467,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2298,BoxCollider,466,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2299,BoxCollider,438,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2300,BoxCollider,437,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2301,BoxCollider,439,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2302,BoxCollider,442,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2303,BoxCollider,441,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2304,BoxCollider,440,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2305,BoxCollider,443,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2306,BoxCollider,447,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2307,BoxCollider,446,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2308,BoxCollider,444,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2309,BoxCollider,445,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2310,BoxCollider,450,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2311,BoxCollider,449,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2312,BoxCollider,448,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2313,BoxCollider,452,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2314,BoxCollider,451,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2315,BoxCollider,455,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2316,BoxCollider,454,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2317,BoxCollider,453,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2318,BoxCollider,424,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2319,BoxCollider,426,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2320,BoxCollider,425,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2321,BoxCollider,429,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2322,BoxCollider,428,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2323,BoxCollider,427,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2324,BoxCollider,432,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2325,BoxCollider,431,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2326,BoxCollider,430,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2327,BoxCollider,434,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2328,BoxCollider,433,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2329,BoxCollider,435,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2330,BoxCollider,436,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2331,BoxCollider,407,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2332,BoxCollider,406,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2333,BoxCollider,408,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2334,BoxCollider,409,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2335,BoxCollider,410,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2336,BoxCollider,416,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2337,BoxCollider,415,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2338,BoxCollider,417,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2339,BoxCollider,414,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2340,BoxCollider,413,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
